Rank,Title,Year,Age_Rating,Genre,Director,Average_Rating,Similarity_Score
894,the soloist,2009,pg-13,music,joe wright,6.3,71.99
895,the last song,2010,pg,romance,julie anne robinson,4.65,71.99
896,master and commander the far side of the world,2003,pg-13,drama,peter weir,7.825,71.98
897,the abyss,1989,pg-13,science fiction,james cameron,7.5,71.96000000000001
898,dude wheres my car,2000,pg-13,romance,danny leiner,3.9,71.95
899,baby driver,2017,r,action,edgar wright,8.2,71.95
900,elf,2003,pg,comedy,jon favreau,7.2,71.94
901,scream vi,2023,r,thriller,"matt bettinelli-olpin, tyler gillett",6.8,71.93
902,madeas witness protection,2012,pg-13,crime,tyler perry,4.3,71.93
903,the shack,2017,pg-13,fantasy,stuart hazeldine,4.75,71.92
904,soul,2020,pg,fantasy,"pete docter, kemp powers",8.475,71.92
905,snow white and the huntsman,2012,pg-13,drama,rupert sanders,5.65,71.92
906,terminator dark fate,2019,r,science fiction,tim miller,6.25,71.91
907,the boogeyman,2023,pg-13,horror,rob savage,5.975,71.91
908,1911,2011,r,war,"tao hai, wei li, guoqiang tang",3.975,71.91
909,the messengers,2007,pg-13,mystery,"danny pang, oxide chun pang",3.875,71.91
910,pathaan,2023,nr,thriller,siddharth anand,6.3,71.89999999999999
911,bridget joness diary,2001,r,drama,sharon maguire,7.025,71.89
912,free state of jones,2016,r,war,gary ross,5.95,71.89
913,toy story,1995,g,comedy,john lasseter,8.975,71.89
914,lord of war,2005,r,crime,andrew niccol,6.825,71.88
915,unknown,2011,pg-13,mystery,jaume collet-serra,6.175,71.88
916,mission impossible   dead reckoning part one,2023,pg-13,action,christopher mcquarrie,8.225,71.88
917,licence to kill,1989,pg-13,thriller,john glen,6.7,71.87
918,the thing,2011,r,mystery,matthijs van heijningen jr.,5.175000000000001,71.86
919,the relic,1997,r,mystery,peter hyams,6.6,71.86
920,warm bodies,2013,pg-13,romance,jonathan levine,6.85,71.86
921,the ladykillers,2004,r,crime,"ethan coen, joel coen",5.825,71.85000000000001
922,sausage party,2016,r,fantasy,"conrad vernon, greg tiernan",6.65,71.85000000000001
923,honey,2003,pg-13,music,bille woodruff,4.3,71.85000000000001
924,darkness,2002,pg-13,horror,jaume balagueró,3.25,71.84
925,naked gun 33⅓ the final insult,1994,pg-13,crime,peter segal,6.275,71.83
926,12 strong,2018,r,war,nicolai fuglsig,5.8,71.83
927,last christmas,2019,pg-13,romance,paul feig,5.825,71.82
928,romeo must die,2000,r,crime,andrzej bartkowiak,5.2,71.82
929,carrie,2013,r,horror,kimberly peirce,5.55,71.81
930,i love you man,2009,r,romance,john hamburg,7.199999999999999,71.81
931,aquaman,2018,pg-13,action,james wan,6.45,71.81
932,matchstick men,2003,pg-13,crime,ridley scott,7.15,71.81
933,the book of life,2014,pg,fantasy,jorge r. gutiérrez,7.425000000000001,71.78999999999999
934,den of thieves,2018,r,crime,christian gudegast,5.7,71.78999999999999
935,the haunted mansion,2003,pg,fantasy,rob minkoff,3.925,71.78999999999999
936,muppets most wanted,2014,pg,crime,james bobin,6.7,71.78
937,the jewel of the nile,1985,pg,romance,lewis teague,5.6,71.78
938,quantum of solace,2008,pg-13,crime,marc forster,6.225,71.78
939,love  other drugs,2010,r,romance,edward zwick,6.025,71.76
940,ponyo,2008,g,fantasy,hayao miyazaki,8.25,71.75
941,a quiet place,2018,pg-13,science fiction,john krasinski,8.175,71.75
942,the commuter,2018,pg-13,thriller,jaume collet-serra,5.95,71.74000000000001
943,dark shadows,2012,pg-13,fantasy,tim burton,5.325,71.74000000000001
944,teenage mutant ninja turtles ii the secret of the ooze,1991,pg,science fiction,michael pressman,5.075,71.74000000000001
945,letters to juliet,2010,pg,romance,gary winick,5.7,71.73
946,babylon ad,2008,pg-13,science fiction,mathieu kassovitz,3.625,71.73
947,frozen,2013,pg,fantasy,"chris buck, jennifer lee",7.75,71.72
948,the texas chainsaw massacre the beginning,2006,r,horror,jonathan liebesman,4.1,71.72
949,a good day to die hard,2013,r,action,john moore,3.7,71.72
950,men in black 3,2012,pg-13,science fiction,barry sonnenfeld,6.45,71.72
951,under siege,1992,r,thriller,andrew davis,6.7250000000000005,71.71
952,bewitched,2005,pg-13,romance,nora ephron,3.9,71.71
953,american hustle,2013,r,drama,david o. russell,8.075,71.7
954,night at the museum battle of the smithsonian,2009,pg,fantasy,shawn levy,5.15,71.69
955,bad boys,1995,r,thriller,michael bay,5.5,71.69
956,home alone,1990,pg,comedy,chris columbus,7.0,71.69
957,burn after reading,2008,r,drama,"ethan coen, joel coen",6.95,71.67999999999999
958,the ghost and the darkness,1996,r,horror,stephen hopkins,5.8,71.67999999999999
959,star wars the clone wars,2008,pg,science fiction,dave filoni,4.325,71.67999999999999
960,black panther wakanda forever,2022,pg-13,action,ryan coogler,7.225,71.67
961,in the line of fire,1993,r,mystery,wolfgang petersen,7.8,71.67
962,sin city,2005,r,thriller,"frank miller, quentin tarantino, robert rodriguez",7.625,71.66
963,ticket to paradise,2022,pg-13,drama,ol parker,5.825,71.66
964,star trek first contact,1996,pg-13,science fiction,jonathan frakes,7.825,71.66
965,ghostbusters,1984,pg,comedy,ivan reitman,7.975,71.65
966,paddington 2,2017,pg,comedy,paul king,8.5,71.65
967,district 9,2009,r,science fiction,neill blomkamp,8.1,71.65
968,battle of the year,2013,pg-13,music,benson lee,3.825,71.65
969,30 days of night,2007,r,horror,david slade,5.825,71.64
970,annabelle creation,2017,r,horror,david f. sandberg,6.575,71.64
971,the deep end of the ocean,1999,pg-13,mystery,ulu grosbard,5.375,71.63000000000001
972,the naked gun 2½ the smell of fear,1991,pg-13,comedy,david zucker,6.5,71.63000000000001
973,respect,2021,pg-13,music,liesl tommy,6.574999999999999,71.63000000000001
974,despicable me 3,2017,pg,action,"kyle balda, pierre coffin, eric guillon",5.875,71.61999999999999
975,little man,2006,pg-13,crime,keenen ivory wayans,3.55,71.61999999999999
976,gremlins 2 the new batch,1990,pg-13,horror,"joe dante, chuck jones",6.725,71.61999999999999
977,grease,1978,pg,romance,randal kleiser,7.05,71.61
978,the hobbit an unexpected journey,2012,pg-13,action,peter jackson,6.85,71.61
979,bad moms,2016,r,comedy,"jon lucas, scott moore",6.15,71.6
980,rocky iii,1982,pg,drama,sylvester stallone,6.475,71.6
981,julie  julia,2009,pg-13,romance,nora ephron,7.0,71.59
982,pacific rim uprising,2018,pg-13,fantasy,steven s. deknight,5.075,71.59
983,lightyear,2022,pg,science fiction,angus maclane,6.625,71.59
984,the lion king,1994,g,drama,"roger allers, rob minkoff",8.7,71.57
985,jeepers creepers 2,2003,r,horror,victor salva,4.5,71.57
986,se7en,1995,r,mystery,david fincher,7.95,71.56
987,final destination,2000,r,horror,james wong,5.2,71.56
988,godzilla king of the monsters,2019,pg-13,action,michael dougherty,5.425,71.55
989,madea goes to jail,2009,pg-13,crime,tyler perry,4.75,71.55
990,blues brothers 2000,1998,pg-13,music,john landis,4.9,71.55
991,killers,2010,pg-13,romance,robert luketic,3.65,71.55
992,get him to the greek,2010,r,music,nicholas stoller,6.5,71.54
993,tomorrowland,2015,pg,mystery,brad bird,5.9,71.54
994,curse of the golden flower,2006,r,fantasy,yimou zhang,6.825,71.53
995,trainwreck,2015,r,romance,judd apatow,6.9750000000000005,71.52
996,strange magic,2015,pg,music,gary rydstrom,4.324999999999999,71.50999999999999
997,whiskey tango foxtrot,2016,r,war,"glenn ficarra, john requa",6.35,71.50999999999999
998,doctor sleep,2019,r,horror,mike flanagan,7.025,71.5
999,guy ritchies the covenant,2023,r,war,guy ritchie,7.475,71.5
1000,source code,2011,pg-13,science fiction,duncan jones,7.85,71.49
1001,the intouchables,2011,r,comedy,"olivier nakache, éric toledano",7.525,71.49
1002,the net,1995,pg-13,mystery,irwin winkler,5.35,71.49
1003,out of sight,1998,r,romance,steven soderbergh,7.9,71.48
1004,sudden impact,1983,r,thriller,clint eastwood,5.85,71.47
1005,the huntsman winters war,2016,pg-13,drama,cedric nicolas-troyan,4.475,71.47
1006,the next three days,2010,pg-13,crime,paul haggis,6.15,71.47
1007,predator,1987,r,science fiction,john mctiernan,7.0,71.46000000000001
1008,courage under fire,1996,r,war,edward zwick,7.35,71.45
1009,sound of freedom,2023,pg-13,drama,alejandro monteverde,6.4,71.45
1010,game night,2018,r,crime,"john francis daley, jonathan goldstein",7.225,71.45
1011,sicario day of the soldado,2018,r,crime,stefano sollima,6.575,71.45
1012,bride of chucky,1998,r,horror,ronny yu,5.25,71.44
1013,the da vinci code,2006,pg-13,thriller,ron howard,5.1,71.44
1014,dont be afraid of the dark,2010,r,horror,troy nixey,5.725,71.44
1015,the town,2010,r,thriller,ben affleck,7.825,71.43
1016,police academy 3 back in training,1986,pg,crime,jerry paris,4.525,71.43
1017,the woman in black 2 angel of death,2014,pg-13,horror,tom harper,4.2,71.41999999999999
1018,the great wall,2016,pg-13,fantasy,yimou zhang,4.9,71.41999999999999
1019,the hunt for red october,1990,pg-13,thriller,john mctiernan,7.375,71.41999999999999
1020,the hateful eight,2015,r,mystery,quentin tarantino,7.45,71.41999999999999
1021,waynes world 2,1993,pg-13,music,stephen surjik,6.1,71.41999999999999
1022,gi joe retaliation,2013,pg-13,action,jon m. chu,4.574999999999999,71.41
1023,waterworld,1995,pg-13,action,kevin reynolds,5.675,71.39999999999999
1024,man of steel,2013,pg-13,action,zack snyder,6.225,71.39999999999999
1025,snakes on a plane,2006,r,crime,david r. ellis,5.9,71.38
1026,top gun,1986,pg,action,tony scott,6.2,71.38
1027,the prestige,2006,pg-13,mystery,christopher nolan,7.75,71.38
1028,the curse of la llorona,2019,r,horror,michael chaves,4.425,71.38
1029,the blues brothers,1980,r,crime,john landis,7.175,71.37
1030,holmes  watson,2018,pg-13,mystery,etan cohen,2.9,71.36
1031,the revenant,2015,r,drama,alejandro g. iñárritu,7.725,71.36
1032,stomp the yard,2007,pg-13,music,sylvain white,4.875,71.35000000000001
1033,paranormal activity 4,2012,r,horror,"henry joost, ariel schulman",4.075,71.35000000000001
1034,17 again,2009,pg-13,fantasy,burr steers,5.8,71.35000000000001
1035,sweeney todd the demon barber of fleet street,2007,r,drama,tim burton,7.85,71.33
1036,bridge of spies,2015,pg-13,thriller,steven spielberg,8.0,71.33
1037,hot shots part deux,1993,pg-13,war,jim abrahams,6.35,71.33
1038,once upon a time in mexico,2003,r,mystery,robert rodriguez,6.199999999999999,71.32
1039,serendipity,2001,pg-13,romance,peter chelsom,6.2,71.32
1040,corpse bride,2005,pg,fantasy,"tim burton, mike johnson",7.925000000000001,71.32
1041,the butler,2013,pg-13,drama,lee daniels,7.025,71.31
1042,the children of huang shi,2008,r,war,roger spottiswoode,5.4,71.3
1043,beverly hills cop,1984,r,crime,martin brest,7.35,71.28999999999999
1044,kick ass,2010,r,crime,matthew vaughn,7.274999999999999,71.28999999999999
1045,the talented mr ripley,1999,r,crime,anthony minghella,7.675,71.28999999999999
1046,scream 2,1997,r,horror,wes craven,6.8,71.28999999999999
1047,the muppets,2011,pg,music,james bobin,7.7,71.28
1048,galaxy quest,1999,pg,science fiction,dean parisot,7.625,71.28
1049,the great mouse detective,1986,g,mystery,"ron clements, burny mattinson, dave michener",7.3,71.28
1050,pride and glory,2008,r,mystery,gavin o'connor,5.25,71.28
1051,spiral from the book of saw,2021,r,horror,darren lynn bousman,4.75,71.27
1052,vampires suck,2010,pg-13,fantasy,"jason friedberg, aaron seltzer",2.475,71.27
1053,downton abbey a new era,2022,pg,mystery,simon curtis,7.375,71.26
1054,fantasy island,2020,pg-13,horror,jeff wadlow,3.425,71.26
1055,high school musical 3 senior year,2008,g,comedy,kenny ortega,5.925,71.26
1056,the devil inside,2012,r,horror,william brent bell,2.825,71.26
1057,star trek vi the undiscovered country,1991,pg,science fiction,nicholas meyer,7.25,71.25
1058,die hard,1988,r,thriller,john mctiernan,8.15,71.25
1059,cloverfield,2008,pg-13,science fiction,matt reeves,7.0,71.24000000000001
1060,x men origins wolverine,2009,pg-13,science fiction,gavin hood,5.125,71.24000000000001
1061,the forest,2016,r,horror,jason zada,3.6,71.23
1062,rush hour 3,2007,pg-13,crime,brett ratner,4.7,71.23
1063,black panther,2018,pg-13,science fiction,ryan coogler,8.275,71.23
1064,kill bill vol 1,2003,r,crime,quentin tarantino,7.9,71.22
1065,sleepless in seattle,1993,pg,drama,nora ephron,7.05,71.22
1066,honey i shrunk the kids,1989,pg,science fiction,joe johnston,6.65,71.21
1067,speed,1994,r,action,jan de bont,7.925,71.2
1068,stalingrad,2013,r,war,fedor bondarchuk,5.55,71.2
1069,straight outta compton,2015,r,drama,f. gary gray,7.925,71.2
1070,babe,1995,g,drama,chris noonan,7.775,71.19
1071,training day,2001,r,crime,antoine fuqua,7.4,71.19
1072,piranha 3d,2010,r,horror,alexandre aja,5.925,71.19
1073,1408,2007,pg-13,horror,mikael håfström,6.95,71.19
1074,hope springs,2012,pg-13,romance,david frankel,6.65,71.19
1075,apollo 13,1995,pg,drama,ron howard,8.1,71.17999999999999
1076,saw vi,2009,r,horror,kevin greutert,4.8,71.17
1077,eastern promises,2007,r,mystery,david cronenberg,8.05,71.17
1078,the american,2010,r,crime,anton corbijn,6.2,71.16
1079,poltergeist ii the other side,1986,pg-13,horror,brian gibson,4.65,71.16
1080,take the lead,2006,pg-13,music,liz friedlander,5.85,71.16
1081,nanny mcphee,2005,pg,fantasy,kirk jones,6.65,71.15
1082,as good as it gets,1997,pg-13,drama,james l. brooks,7.6,71.15
1083,twelve monkeys,1995,r,science fiction,terry gilliam,7.95,71.14
1084,identity,2003,r,mystery,james mangold,6.8,71.14
1085,little women,2019,pg,drama,greta gerwig,8.575,71.13000000000001
1086,sinister 2,2015,r,horror,ciarán foy,3.95,71.13000000000001
1087,sneakers,1992,pg-13,crime,phil alden robinson,7.125,71.13000000000001
1088,shrek,2001,pg,fantasy,"andrew adamson, vicky jenson",8.200000000000001,71.12
1089,saw ii,2005,r,horror,darren lynn bousman,5.25,71.12
1090,valerian and the city of a thousand planets,2017,pg-13,action,luc besson,5.7,71.12
1091,the 40 year old virgin,2005,r,comedy,judd apatow,7.324999999999999,71.12
1092,house at the end of the street,2012,pg-13,horror,mark tonderai,3.85,71.12
1093,the first purge,2018,r,horror,gerard mcmurray,5.525,71.11
1094,rocky balboa,2006,pg,drama,sylvester stallone,7.025,71.11
1095,always,1989,pg,romance,steven spielberg,6.175,71.09
1096,the haunting in connecticut,2009,pg-13,horror,peter cornwell,4.25,71.09
1097,shadow,2018,pg-13,war,yimou zhang,7.8,71.08
1098,howls moving castle,2004,pg,fantasy,hayao miyazaki,8.4,71.08
1099,aladdin,2019,pg,romance,guy ritchie,6.25,71.08
1100,sahara,2005,pg-13,mystery,breck eisner,4.95,71.07
1101,overboard,2018,pg-13,romance,rob greenberg,4.8,71.07
1102,step up,2006,pg-13,music,anne fletcher,5.075,71.05
1103,city slickers,1991,pg-13,comedy,ron underwood,7.275,71.04
1104,a christmas carol,2009,pg,fantasy,robert zemeckis,6.1,71.04
1105,the pledge,2001,r,mystery,sean penn,7.025,71.04
1106,to rome with love,2012,r,romance,woody allen,5.55,71.04
1107,presumed innocent,1990,r,thriller,alan j. pakula,7.375,71.03
1108,snowpiercer,2013,r,science fiction,bong joon ho,7.95,71.03
1109,old,2021,pg-13,mystery,m. night shyamalan,5.65,71.03
1110,saw iv,2007,r,thriller,darren lynn bousman,4.375,71.03
1111,closer,2004,r,romance,mike nichols,6.8,71.03
1112,jungle cruise,2021,pg-13,fantasy,jaume collet-serra,6.3,71.02000000000001
1113,ace ventura pet detective,1994,pg-13,mystery,tom shadyac,5.475,71.02000000000001
1114,never been kissed,1999,pg-13,romance,raja gosnell,5.925,71.00999999999999
1115,enter the dragon,1973,r,action,robert clouse,8.025,71.0
1116,the ghost writer,2010,pg-13,mystery,roman polanski,7.525,70.98
1117,dawn of the dead,2004,r,horror,zack snyder,6.975,70.97
1118,furious 7,2015,pg-13,action,james wan,7.3,70.96000000000001
1119,annihilation,2018,r,horror,alex garland,7.475,70.96000000000001
1120,primal fear,1996,r,mystery,gregory hoblit,6.95,70.96000000000001
1121,the imaginarium of doctor parnassus,2009,pg-13,mystery,terry gilliam,6.525,70.96000000000001
1122,pocahontas,1995,g,romance,"mike gabriel, eric goldberg",6.175,70.96000000000001
1123,overlord,2018,r,war,julius avery,6.875,70.95
1124,the men who stare at goats,2009,r,war,grant heslov,5.675,70.95
1125,a perfect world,1993,pg-13,crime,clint eastwood,7.475,70.95
1126,the karate kid part ii,1986,pg,romance,john g. avildsen,5.65,70.95
1127,almost famous,2000,r,music,cameron crowe,8.375,70.94
1128,barbie,2023,pg-13,comedy,greta gerwig,7.65,70.94
1129,my big fat greek wedding,2002,pg,comedy,joel zwick,6.725,70.94
1130,jimmy neutron boy genius,2001,g,science fiction,john a. davis,6.5,70.93
1131,54,1998,r,music,mark christopher,4.125,70.92
1132,waynes world,1992,pg-13,comedy,penelope spheeris,6.825,70.92
1133,walk hard the dewey cox story,2007,r,music,jake kasdan,6.775,70.92
1134,3 men and a baby,1987,pg,comedy,leonard nimoy,6.275,70.92
1135,the forever purge,2021,r,horror,everardo gout,5.625,70.92
1136,flatliners,1990,r,horror,joel schumacher,5.9,70.91
1137,the matrix resurrections,2021,r,science fiction,lana wachowski,6.175,70.91
1138,the secret world of arrietty,2010,g,fantasy,hiromasa yonebayashi,8.175,70.91
1139,the amazing spider man 2,2014,pg-13,action,marc webb,5.85,70.91
1140,kill bill vol 2,2004,r,crime,quentin tarantino,8.15,70.89999999999999
1141,the witches of eastwick,1987,r,horror,george miller,6.575,70.89999999999999
1142,a walk among the tombstones,2014,r,mystery,scott frank,6.325,70.88
1143,wild things,1998,r,mystery,john mcnaughton,6.15,70.87
1144,center stage,2000,pg-13,music,nicholas hytner,5.725,70.87
1145,sorority row,2009,r,mystery,stewart hendler,3.9,70.86
1146,widows,2018,r,crime,steve mcqueen,7.7,70.86
1147,get shorty,1995,r,thriller,barry sonnenfeld,7.625,70.84
1148,forgetting sarah marshall,2008,r,romance,nicholas stoller,7.175,70.84
1149,frozen ii,2019,pg,fantasy,"chris buck, jennifer lee",7.05,70.84
1150,1917,2019,r,war,sam mendes,8.2,70.84
1151,defiance,2008,r,war,edward zwick,6.375,70.84
1152,free willy,1993,pg,drama,simon wincer,6.8,70.84
1153,disturbia,2007,pg-13,mystery,d.j. caruso,6.65,70.83
1154,kiss of the dragon,2001,r,crime,chris nahon,6.15,70.82000000000001
1155,the popes exorcist,2023,r,horror,julius avery,5.675,70.82000000000001
1156,crocodile dundee,1986,pg-13,comedy,peter faiman,7.025,70.82000000000001
1157,wrath of man,2021,r,crime,guy ritchie,6.8,70.82000000000001
1158,the possession,2012,pg-13,horror,ole bornedal,5.075,70.8
1159,the reader,2008,r,romance,stephen daldry,6.8,70.78999999999999
1160,devils due,2014,r,horror,"matt bettinelli-olpin, tyler gillett",3.575,70.78
1161,a monster calls,2016,pg-13,horror,j.a. bayona,7.725,70.77
1162,jfk,1991,r,drama,oliver stone,7.800000000000001,70.77
1163,the family stone,2005,pg-13,romance,thomas bezucha,5.85,70.77
1164,the smurfs 2,2013,pg,comedy,raja gosnell,3.975,70.77
1165,halloween,2018,r,thriller,david gordon green,6.925,70.77
1166,halloween ii,2009,r,horror,rob zombie,4.05,70.76
1167,cats dont dance,1997,g,music,mark dindal,6.85,70.75
1168,the shining,1980,r,horror,stanley kubrick,7.875,70.73
1169,act of valor,2012,r,war,"mike mccoy, scott waugh",4.925,70.72
1170,pride  prejudice,2005,pg,romance,joe wright,8.2,70.72
1171,beyond the sea,2004,pg-13,music,kevin spacey,5.475,70.72
1172,breakdown,1997,r,mystery,jonathan mostow,7.375,70.71
1173,the gentlemen,2019,r,crime,guy ritchie,7.025,70.71
1174,freddys dead the final nightmare,1991,r,horror,rachel talalay,4.025,70.7
1175,x men the last stand,2006,pg-13,action,brett ratner,6.1,70.7
1176,the others,2001,pg-13,thriller,alejandro amenábar,7.75,70.69
1177,fright night,2011,r,horror,craig gillespie,6.550000000000001,70.67999999999999
1178,my bloody valentine,2009,r,horror,patrick lussier,5.55,70.67
1179,zero dark thirty,2012,r,thriller,kathryn bigelow,8.25,70.67
1180,downton abbey,2019,pg,drama,michael engler,7.325,70.67
1181,one hundred and one dalmatians,1961,g,comedy,"clyde geronimi, hamilton luske, wolfgang reitherman",8.15,70.66
1182,dreamgirls,2006,pg-13,music,bill condon,7.2,70.65
1183,red dawn,1984,pg-13,war,john milius,5.725,70.65
1184,mother,2017,r,horror,darren aronofsky,7.0,70.64
1185,godzilla x kong the new empire,2024,pg-13,action,adam wingard,5.825,70.64
1186,moulin rouge,2001,pg-13,romance,baz luhrmann,7.324999999999999,70.64
1187,cool runnings,1993,pg,drama,jon turteltaub,6.9,70.64
1188,raise your voice,2004,pg,music,sean mcnamara,4.3,70.63000000000001
1189,the spy who loved me,1977,pg,thriller,lewis gilbert,6.875,70.63000000000001
1190,princess mononoke,1997,pg-13,fantasy,hayao miyazaki,8.375,70.63000000000001
1191,the wiz,1978,g,music,sidney lumet,5.375,70.61
1192,escape room,2019,pg-13,horror,adam robitel,5.7,70.59
1193,scream,1996,r,crime,wes craven,7.25,70.59
1194,sicario,2015,r,crime,denis villeneuve,8.125,70.59
1195,taps,1981,pg,war,harold becker,6.325,70.59
1196,wallace  gromit the curse of the were rabbit,2005,g,comedy,"steve box, nick park",8.2,70.58
1197,candyman,2021,r,horror,nia dacosta,6.875,70.58
1198,arthur christmas,2011,pg,drama,"sarah smith, barry cook",7.5,70.58
1199,insidious chapter 2,2013,pg-13,horror,james wan,5.275,70.56
1200,close encounters of the third kind,1977,pg,science fiction,steven spielberg,8.25,70.56
1201,the golden compass,2007,pg-13,fantasy,chris weitz,5.375,70.56
1202,about a boy,2002,pg-13,romance,"chris weitz, paul weitz",7.65,70.56
1203,the boy,2016,pg-13,mystery,william brent bell,4.825,70.55
1204,jack the giant slayer,2013,pg-13,fantasy,bryan singer,5.6,70.55
1205,arachnophobia,1990,pg-13,horror,frank marshall,7.225,70.55
1206,jacobs ladder,1990,r,mystery,adrian lyne,7.050000000000001,70.54
1207,taking woodstock,2009,r,music,ang lee,5.8,70.53
1208,sea of love,1989,r,romance,harold becker,6.875,70.53
1209,escape room tournament of champions,2021,pg-13,horror,adam robitel,5.55,70.52000000000001
1210,the last of the mohicans,1992,r,war,michael mann,7.85,70.52000000000001
1211,father of the bride,1991,pg,romance,charles shyer,6.3,70.52000000000001
1212,zombieland,2009,r,horror,ruben fleischer,7.75,70.52000000000001
1213,the deep,1977,pg,mystery,peter yates,5.125,70.50999999999999
1214,exorcist the beginning,2004,r,mystery,renny harlin,3.65,70.49
1215,hustlers,2019,r,crime,lorene scafaria,7.375,70.49
1216,the purge election year,2016,r,thriller,james demonaco,5.85,70.49
1217,a chorus line,1985,pg-13,music,richard attenborough,5.475,70.49
1218,little boy,2015,pg-13,war,alejandro monteverde,5.025,70.48
1219,rob roy,1995,r,war,michael caton-jones,6.6,70.48
1220,shes all that,1999,pg-13,romance,robert iscove,5.35,70.47
1221,the bourne ultimatum,2007,pg-13,action,paul greengrass,8.275,70.47
1222,tinker tailor soldier spy,2011,r,mystery,tomas alfredson,7.625,70.47
1223,insidious chapter 3,2015,pg-13,thriller,leigh whannell,5.8,70.47
1224,the hills have eyes,2006,r,horror,alexandre aja,5.775,70.46
1225,knock at the cabin,2023,r,mystery,m. night shyamalan,6.375,70.45
1226,first blood,1982,r,thriller,ted kotcheff,7.475,70.45
1227,amélie,2001,r,romance,jean-pierre jeunet,8.025,70.45
1228,a simple favor,2018,r,crime,paul feig,7.125,70.45
1229,o brother where art thou,2000,pg-13,crime,"joel coen, ethan coen",7.425,70.44
1230,m3gan,2022,pg-13,horror,gerard johnstone,7.475,70.44
1231,the crow,1994,r,fantasy,alex proyas,7.699999999999999,70.44
1232,muppet treasure island,1996,g,music,brian henson,6.75,70.43
1233,marry me,2022,pg-13,music,kat coiro,6.0,70.43
1234,the curious case of benjamin button,2008,pg-13,drama,david fincher,7.4,70.42
1235,ouija,2014,pg-13,horror,stiles white,3.5,70.42
1236,childs play 2,1990,r,horror,john lafia,5.175,70.41
1237,nerve,2016,pg-13,mystery,"henry joost, ariel schulman",6.475,70.41
1238,the wedding singer,1998,pg-13,romance,frank coraci,6.7,70.39999999999999
1239,the crazies,2010,r,mystery,breck eisner,6.4,70.39999999999999
1240,land of the lost,2009,pg-13,science fiction,brad silberling,4.125,70.39999999999999
1241,rocky ii,1979,pg,romance,sylvester stallone,6.925,70.39
1242,10 cloverfield lane,2016,pg-13,horror,dan trachtenberg,7.725,70.39
1243,beauty and the beast,1991,g,fantasy,"gary trousdale, kirk wise",8.625,70.39
1244,the flash,2023,pg-13,action,andy muschietti,6.3,70.39
1245,star trek iv the voyage home,1986,pg,science fiction,leonard nimoy,7.424999999999999,70.38
1246,hoodwinked,2005,pg,crime,"cory edwards, todd edwards, tony leech",5.45,70.36
1247,super troopers 2,2018,r,mystery,jay chandrasekhar,4.525,70.36
1248,scarface,1983,r,crime,brian de palma,7.725,70.35
1249,joy ride,2001,r,mystery,john dahl,7.0,70.35
1250,the outpost,2019,r,war,rod lurie,7.475,70.33
1251,operation chromite,2016,r,war,john h. lee,5.275,70.33
1252,a haunted house,2013,r,horror,michael tiddes,3.475,70.33
1253,grown ups 2,2013,pg-13,comedy,dennis dugan,3.55,70.30999999999999
1254,paranormal activity 3,2011,r,mystery,"henry joost, ariel schulman",6.075,70.30999999999999
1255,truth or dare,2018,pg-13,horror,jeff wadlow,4.025,70.3
1256,chronicle,2012,pg-13,thriller,josh trank,7.3,70.28999999999999
1257,big,1988,pg,romance,penny marshall,7.9,70.28999999999999
1258,high fidelity,2000,r,music,stephen frears,7.875,70.28999999999999
1259,turner  hooch,1989,pg,crime,roger spottiswoode,5.275,70.28999999999999
1260,the purge anarchy,2014,r,horror,james demonaco,5.975,70.28
1261,atonement,2007,r,romance,joe wright,8.05,70.28
1262,paranormal activity the marked ones,2014,r,horror,christopher landon,4.65,70.28
1263,a history of violence,2005,r,crime,david cronenberg,7.9,70.27
1264,the burbs,1989,pg,horror,joe dante,5.925,70.26
1265,the imitation game,2014,pg-13,war,morten tyldum,8.025,70.24000000000001
1266,the twilight saga breaking dawn   part 1,2011,pg-13,fantasy,bill condon,4.550000000000001,70.22
1267,what happened to monday,2017,r,mystery,tommy wirkola,6.2,70.21
1268,lethal weapon,1987,r,thriller,richard donner,7.425,70.21
1269,working girl,1988,r,romance,mike nichols,7.25,70.21
1270,evangelion 3010 thrice upon a time,2021,nr,science fiction,"mahiro maeda, katsuichi nakayama, kazuya tsurumaki",8.65,70.21
1271,think like a man,2012,pg-13,romance,tim story,5.95,70.21
1272,pitch perfect,2012,pg-13,music,jason moore,7.274999999999999,70.19999999999999
1273,sunshine,1999,r,war,istván szabó,7.15,70.19999999999999
1274,paper towns,2015,pg-13,romance,jake schreier,5.95,70.19999999999999
1275,cowboys  aliens,2011,pg-13,thriller,jon favreau,5.25,70.19999999999999
1276,the unholy,2021,pg-13,mystery,evan spiliotopoulos,4.525,70.19999999999999
1277,unlawful entry,1992,r,mystery,jonathan kaplan,6.575,70.19
1278,allegiant,2016,pg-13,mystery,robert schwentke,4.05,70.19
1279,the strangers,2008,r,horror,bryan bertino,5.45,70.19
1280,diamonds are forever,1971,pg,thriller,guy hamilton,6.300000000000001,70.17999999999999
1281,austin powers international man of mystery,1997,pg-13,crime,jay roach,6.5,70.17999999999999
1282,vacancy,2007,r,horror,nimród antal,5.85,70.16
1283,aline,2020,pg-13,music,valérie lemercier,5.975,70.16
1284,music of the heart,1999,pg,music,wes craven,6.300000000000001,70.15
1285,the call,2013,r,crime,brad anderson,5.775,70.15
1286,begin again,2013,r,music,john carney,7.275,70.14
