Rank,Title,Year,Age_Rating,Genre,Director,Average_Rating,Similarity_Score
748,midnight in paris,2011,pg-13,romance,woody allen,8.125,0.6949
749,oceans twelve,2004,pg-13,crime,steven soderbergh,6.1,0.6948
750,final destination,2000,r,horror,james wong,5.2,0.6948
751,cats dont dance,1997,g,music,mark dindal,6.85,0.6947
752,mr holmes,2015,pg,mystery,bill condon,7.2,0.6946
753,wonder woman,2017,pg-13,fantasy,patty jenkins,7.85,0.6946
754,corpse bride,2005,pg,fantasy,"tim burton, mike johnson",7.925000000000001,0.6945
755,wind river,2017,r,mystery,taylor sheridan,7.775,0.6944
756,the gentlemen,2019,r,crime,guy ritchie,7.025,0.6943
757,heaven can wait,1978,pg,fantasy,"warren beatty, buck henry",7.324999999999999,0.6943
758,never been kissed,1999,pg-13,romance,raja gosnell,5.925,0.6942
759,ticket to paradise,2022,pg-13,drama,ol parker,5.825,0.6941
760,sea of love,1989,r,romance,harold becker,6.875,0.6941
761,cocoon,1985,pg-13,science fiction,ron howard,7.0,0.6941
762,psycho,1998,r,mystery,gus van sant,4.625,0.694
763,chronicle,2012,pg-13,thriller,josh trank,7.3,0.694
764,american graffiti,1973,pg,drama,george lucas,8.4,0.694
765,swat,2003,pg-13,crime,clark johnson,5.4,0.6939
766,the watch,2012,r,science fiction,akiva schaffer,4.125,0.6939
767,hostel part ii,2007,r,horror,eli roth,5.075,0.6939
768,the break up,2006,pg-13,comedy,peyton reed,4.9,0.6939
769,fletch,1985,pg,crime,michael ritchie,7.075,0.6938
770,creed ii,2018,pg-13,drama,steven caple jr.,7.25,0.6938
771,when a stranger calls,2006,pg-13,horror,simon west,3.575,0.6937
772,the prestige,2006,pg-13,mystery,christopher nolan,7.75,0.6936
773,crocodile dundee,1986,pg-13,comedy,peter faiman,7.025,0.6936
774,turner  hooch,1989,pg,crime,roger spottiswoode,5.275,0.6936
775,death on the nile,2022,pg-13,thriller,kenneth branagh,6.025,0.6936
776,fantastic beasts and where to find them,2016,pg-13,fantasy,david yates,7.125,0.6935
777,young sherlock holmes,1985,pg-13,mystery,barry levinson,6.775,0.6935
778,hoodwinked,2005,pg,crime,"cory edwards, todd edwards, tony leech",5.45,0.6935
779,pitch perfect,2012,pg-13,music,jason moore,7.274999999999999,0.6934
780,the long kiss goodnight,1996,r,mystery,renny harlin,6.15,0.6934
781,the final countdown,1980,pg,war,don taylor,5.9,0.6933
782,what happens in vegas,2008,pg-13,comedy,tom vaughan,4.574999999999999,0.6932
783,scoop,2006,pg-13,mystery,woody allen,5.525,0.6932
784,tootsie,1982,pg,comedy,sydney pollack,8.125,0.6932
785,guardians of the galaxy vol 3,2023,pg-13,science fiction,james gunn,7.625,0.6931
786,mad max,1979,r,science fiction,george miller,7.45,0.6929
787,the hangover part ii,2011,r,comedy,todd phillips,5.2,0.6929
788,the international,2009,r,crime,tom tykwer,5.925,0.6927
789,beetlejuice,1988,pg,fantasy,tim burton,7.550000000000001,0.6927
790,lion,2016,pg-13,drama,garth davis,7.85,0.6926
791,notting hill,1999,pg-13,comedy,roger michell,7.425,0.6925
792,shaun of the dead,2004,r,horror,edgar wright,8.05,0.6923
793,hostel,2005,r,horror,eli roth,5.825,0.6922
794,happy death day,2017,pg-13,mystery,christopher landon,6.525,0.6922
795,romancing the stone,1984,pg,romance,robert zemeckis,7.15,0.6922
796,a prairie home companion,2006,pg-13,music,robert altman,7.15,0.6922
797,the texas chainsaw massacre the beginning,2006,r,horror,jonathan liebesman,4.1,0.6921
798,ready or not,2019,r,horror,"matt bettinelli-olpin, tyler gillett",7.300000000000001,0.6921
799,the muppet christmas carol,1992,g,music,brian henson,7.325,0.6921
800,free willy,1993,pg,drama,simon wincer,6.8,0.6919
801,the purge,2013,r,horror,james demonaco,5.05,0.6919
802,twelve monkeys,1995,r,science fiction,terry gilliam,7.95,0.6919
803,the untouchables,1987,r,crime,brian de palma,7.95,0.6919
804,miss congeniality,2000,pg-13,comedy,donald petrie,5.3,0.6918
805,the forever purge,2021,r,horror,everardo gout,5.625,0.6918
806,a nightmare on elm street,1984,r,horror,wes craven,7.925,0.6918
807,the hustle,2019,pg-13,crime,chris addison,4.125,0.6918
808,atonement,2007,r,romance,joe wright,8.05,0.6917
809,my bloody valentine,2009,r,horror,patrick lussier,5.55,0.6917
810,the jewel of the nile,1985,pg,romance,lewis teague,5.6,0.6915
811,jumanji the next level,2019,pg-13,fantasy,jake kasdan,6.65,0.6915
812,my big fat greek wedding,2002,pg,comedy,joel zwick,6.725,0.6914
813,the bourne ultimatum,2007,pg-13,action,paul greengrass,8.275,0.6914
814,american reunion,2012,r,comedy,"jon hurwitz, hayden schlossberg",5.6,0.6913
815,blair witch,2016,r,horror,adam wingard,4.675,0.6913
816,barbarian,2022,r,mystery,zach cregger,7.7,0.6912
817,dressed to kill,1980,r,mystery,brian de palma,7.425000000000001,0.6912
818,lara croft tomb raider,2001,pg-13,thriller,simon west,4.25,0.6911
819,goldfinger,1964,pg,thriller,guy hamilton,8.4,0.6911
820,the ghost writer,2010,pg-13,mystery,roman polanski,7.525,0.691
821,waltz with bashir,2008,r,war,ari folman,8.625,0.691
822,scream,1996,r,crime,wes craven,7.25,0.6909
823,high anxiety,1977,pg,mystery,mel brooks,6.5,0.6909
824,a nightmare on elm street 3 dream warriors,1987,r,horror,chuck russell,6.275,0.6909
825,the popes exorcist,2023,r,horror,julius avery,5.675,0.6908
826,3 men and a baby,1987,pg,comedy,leonard nimoy,6.275,0.6908
827,no strings attached,2011,r,romance,ivan reitman,5.55,0.6908
828,hot fuzz,2007,r,crime,edgar wright,8.15,0.6908
829,loving vincent,2017,pg-13,mystery,"dk welchman, hugh welchman",7.6,0.6908
830,missing,2023,pg-13,mystery,"nicholas d. johnson, will merrick",7.5,0.6907
831,grease,1978,pg,romance,randal kleiser,7.05,0.6907
832,takers,2010,pg-13,crime,john luessenhop,4.925,0.6907
833,die hard,1988,r,thriller,john mctiernan,8.15,0.6906
834,the fabulous baker boys,1989,r,music,steve kloves,7.925,0.6906
835,fury,2014,r,war,david ayer,7.275,0.6906
836,unknown,2011,pg-13,mystery,jaume collet-serra,6.175,0.6905
837,home alone,1990,pg,comedy,chris columbus,7.0,0.6905
838,the hunger games mockingjay   part 2,2015,pg-13,science fiction,francis lawrence,6.75,0.6905
839,enemy at the gates,2001,r,war,jean-jacques annaud,6.4,0.6904
840,the naked gun from the files of police squad,1988,pg-13,crime,david zucker,7.774999999999999,0.6904
841,the world is not enough,1999,pg-13,action,michael apted,5.875,0.6903
842,ted 2,2015,r,comedy,seth macfarlane,5.475,0.6903
843,the golden compass,2007,pg-13,fantasy,chris weitz,5.375,0.6903
844,the island of dr moreau,1996,pg-13,horror,"john frankenheimer, richard stanley",3.875,0.6903
845,michael clayton,2007,r,crime,tony gilroy,7.8,0.6902
846,the girl on the train,2016,r,crime,tate taylor,5.525,0.6902
847,love  other drugs,2010,r,romance,edward zwick,6.025,0.6902
848,the lucky one,2012,pg-13,romance,scott hicks,4.875,0.6901
849,escape room,2019,pg-13,horror,adam robitel,5.7,0.6901
850,police academy,1984,r,crime,hugh wilson,5.775,0.6901
851,coming to america,1988,r,romance,john landis,6.5,0.69
852,mission impossible   dead reckoning part one,2023,pg-13,action,christopher mcquarrie,8.225,0.69
853,widows,2018,r,crime,steve mcqueen,7.7,0.69
854,the haunting in connecticut,2009,pg-13,horror,peter cornwell,4.25,0.6898
855,a hard days night,1964,g,music,richard lester,8.55,0.6898
856,avp alien vs predator,2004,pg-13,horror,paul w.s. anderson,4.15,0.6898
857,toy story,1995,g,comedy,john lasseter,8.975,0.6896
858,detroit rock city,1999,r,music,adam rifkin,5.45,0.6896
859,the orphanage,2007,r,horror,j.a. bayona,7.675,0.6896
860,spice world,1997,pg,music,bob spiers,3.8,0.6894
861,gangster squad,2013,r,crime,ruben fleischer,5.025,0.6894
862,indiana jones and the last crusade,1989,pg-13,action,steven spielberg,7.75,0.6894
863,deep impact,1998,pg-13,action,mimi leder,5.225,0.6894
864,spider man far from home,2019,pg-13,action,jon watts,7.7,0.6893
865,pitch perfect 2,2015,pg-13,music,elizabeth banks,6.55,0.6893
866,the messengers,2007,pg-13,mystery,"danny pang, oxide chun pang",3.875,0.6892
867,breakin,1984,pg,music,joel silberg,5.275,0.6892
868,a walk among the tombstones,2014,r,mystery,scott frank,6.325,0.6891
869,erin brockovich,2000,r,drama,steven soderbergh,7.65,0.689
870,the visitor,2007,pg-13,music,tom mccarthy,7.875,0.689
871,the last exorcism,2010,pg-13,mystery,daniel stamm,6.2,0.6889
872,the imitation game,2014,pg-13,war,morten tyldum,8.025,0.6889
873,harry potter and the order of the phoenix,2007,pg-13,fantasy,david yates,7.525,0.6889
874,whats love got to do with it,1993,r,music,brian gibson,7.924999999999999,0.6888
875,mamma mia,2008,pg-13,romance,phyllida lloyd,6.025,0.6888
876,sarahs key,2010,pg-13,war,gilles paquet-brenner,6.975,0.6888
877,princess mononoke,1997,pg-13,fantasy,hayao miyazaki,8.375,0.6887
878,fast  furious 6,2013,pg-13,thriller,justin lin,6.75,0.6887
879,freddys dead the final nightmare,1991,r,horror,rachel talalay,4.025,0.6887
880,a simple favor,2018,r,crime,paul feig,7.125,0.6885
881,pocahontas,1995,g,romance,"mike gabriel, eric goldberg",6.175,0.6885
882,the gift,2015,r,mystery,joel edgerton,7.625,0.6885
883,saw ii,2005,r,horror,darren lynn bousman,5.25,0.6885
884,doctor strange in the multiverse of madness,2022,pg-13,fantasy,sam raimi,6.9,0.6885
885,you only live twice,1967,pg,thriller,lewis gilbert,6.725,0.6885
886,the gods must be crazy,1980,pg,comedy,jamie uys,7.625,0.6883
887,single white female,1992,r,horror,barbet schroeder,6.075,0.6883
888,pride  prejudice,2005,pg,romance,joe wright,8.2,0.6883
889,love story,1970,pg,romance,arthur hiller,7.1,0.6883
890,pirates of the caribbean the curse of the black pearl,2003,pg-13,action,gore verbinski,7.525,0.6883
891,arthur,1981,pg,romance,steve gordon,7.225,0.6882
892,u2 3d,2007,g,music,"catherine owens, mark pellington",8.325,0.6882
893,macbeth,2015,r,war,justin kurzel,7.05,0.6881
894,paranormal activity 3,2011,r,mystery,"henry joost, ariel schulman",6.075,0.688
895,insidious,2010,pg-13,horror,james wan,6.375,0.688
896,sideways,2004,r,romance,alexander payne,8.425,0.688
897,amélie,2001,r,romance,jean-pierre jeunet,8.025,0.688
898,species,1995,r,horror,roger donaldson,5.25,0.6879
899,the abyss,1989,pg-13,science fiction,james cameron,7.5,0.6879
900,saw 3d,2010,r,crime,kevin greutert,3.7,0.6878
901,apollo 13,1995,pg,drama,ron howard,8.1,0.6878
902,get out,2017,r,horror,jordan peele,8.425,0.6876
903,the meg,2018,pg-13,action,jon turteltaub,5.325,0.6876
904,mother,2017,r,horror,darren aronofsky,7.0,0.6875
905,aliens,1986,r,science fiction,james cameron,8.525,0.6874
906,marry me,2022,pg-13,music,kat coiro,6.0,0.6874
907,the purge anarchy,2014,r,horror,james demonaco,5.975,0.6873
908,confessions of a shopaholic,2009,pg,romance,p.j. hogan,4.675,0.6873
909,oculus,2013,r,horror,mike flanagan,6.65,0.6872
910,cowboys  aliens,2011,pg-13,thriller,jon favreau,5.25,0.6872
911,ai artificial intelligence,2001,pg-13,science fiction,steven spielberg,7.075,0.6871
912,annabelle creation,2017,r,horror,david f. sandberg,6.575,0.6871
913,made of honor,2008,pg-13,romance,paul weiland,4.375,0.6871
914,tommy,1975,pg,music,ken russell,6.775,0.6869
915,jailhouse rock,1957,nr,music,richard thorpe,6.525,0.6869
916,power rangers,2017,pg-13,science fiction,dean israelite,5.425,0.6869
917,prince of persia the sands of time,2010,pg-13,action,mike newell,5.375,0.6869
918,taken 2,2012,pg-13,thriller,olivier megaton,4.825,0.6868
919,dirty dancing,1987,pg-13,music,emile ardolino,7.025,0.6868
920,love  mercy,2014,pg-13,music,bill pohlad,7.85,0.6867
921,unfriended,2014,r,mystery,levan gabriadze,5.8,0.6867
922,captain marvel,2019,pg-13,science fiction,"anna boden, ryan fleck",6.975,0.6866
923,skiptrace,2016,pg-13,mystery,renny harlin,5.025,0.6866
924,the legend of tarzan,2016,pg-13,action,david yates,5.025,0.6866
925,seabiscuit,2003,pg-13,drama,gary ross,7.325,0.6865
926,big mommas house,2000,pg-13,comedy,raja gosnell,4.325,0.6865
927,pet sematary,1989,r,horror,mary lambert,5.675,0.6864
928,the devils double,2011,r,war,lee tamahori,6.075,0.6863
929,friday the 13th,2009,r,horror,marcus nispel,4.325,0.6863
930,the graduate,1967,pg,romance,mike nichols,8.15,0.6862
931,maleficent mistress of evil,2019,pg,fantasy,joachim rønning,5.55,0.6861
932,the intouchables,2011,r,comedy,"olivier nakache, éric toledano",7.525,0.686
933,underworld evolution,2006,r,fantasy,len wiseman,4.65,0.6859
934,g force,2009,pg,action,hoyt yeatman,4.175,0.6859
935,dr strangelove or how i learned to stop worrying and love the bomb,1964,pg,war,stanley kubrick,8.975,0.6859
936,monster,2003,r,crime,patty jenkins,7.5,0.6858
937,the hangover part iii,2013,r,comedy,todd phillips,4.275,0.6858
938,the ugly truth,2009,r,comedy,robert luketic,4.275,0.6858
939,tinker tailor soldier spy,2011,r,mystery,tomas alfredson,7.625,0.6857
940,the day the earth stood still,2008,pg-13,thriller,scott derrickson,4.3,0.6857
941,the commitments,1991,r,music,alan parker,7.8,0.6856
942,the invisible,2007,pg-13,mystery,david s. goyer,4.5,0.6856
943,moonraker,1979,pg,thriller,lewis gilbert,6.225,0.6855
944,8 women,2002,r,mystery,françois ozon,7.050000000000001,0.6855
945,mona lisa smile,2003,pg-13,romance,mike newell,5.325,0.6855
946,duplicity,2009,pg-13,crime,tony gilroy,6.35,0.6855
947,the jazz singer,1927,nr,music,alan crosland,6.7,0.6854
948,the outpost,2019,r,war,rod lurie,7.475,0.6854
949,train to busan,2016,nr,horror,yeon sang-ho,8.049999999999999,0.6854
950,untraceable,2008,r,horror,gregory hoblit,4.300000000000001,0.6853
951,i am number four,2011,pg-13,science fiction,d.j. caruso,4.775,0.6853
952,speed,1994,r,action,jan de bont,7.925,0.6853
953,moulin rouge,2001,pg-13,romance,baz luhrmann,7.324999999999999,0.6852
954,season of the witch,2011,pg-13,fantasy,dominic sena,3.7,0.6852
955,how to lose a guy in 10 days,2003,pg-13,romance,donald petrie,5.5,0.6852
956,the pledge,2001,r,mystery,sean penn,7.025,0.6852
957,cold war,2018,r,music,pawel pawlikowski,8.3,0.6851
958,catch 22,1970,r,war,mike nichols,7.225,0.6851
959,public enemies,2009,r,drama,michael mann,6.85,0.685
960,the last legion,2007,pg-13,war,doug lefler,4.05,0.685
961,devotion,2022,pg-13,war,j.d. dillard,7.1,0.685
962,nine months,1995,pg-13,romance,chris columbus,4.65,0.6849
963,kinky boots,2005,pg-13,music,julian jarrold,6.325,0.6846
964,shrek the third,2007,pg,comedy,"chris miller, raman hui",5.574999999999999,0.6845
965,gallipoli,1981,pg,war,peter weir,7.525,0.6844
966,54,1998,r,music,mark christopher,4.125,0.6843
967,white house down,2013,pg-13,thriller,roland emmerich,5.8,0.6842
968,scream vi,2023,r,thriller,"matt bettinelli-olpin, tyler gillett",6.8,0.6842
969,on the town,1949,nr,music,"stanley donen, gene kelly",7.7,0.6841
970,olympus has fallen,2013,r,thriller,antoine fuqua,5.5,0.684
971,little boy,2015,pg-13,war,alejandro monteverde,5.025,0.684
972,the chronicles of riddick,2004,pg-13,science fiction,david twohy,4.925,0.6838
973,the hills have eyes,2006,r,horror,alexandre aja,5.775,0.6837
974,30 days of night,2007,r,horror,david slade,5.825,0.6836
975,wrath of man,2021,r,crime,guy ritchie,6.8,0.6836
976,book club,2018,pg-13,romance,bill holderman,5.75,0.6836
977,the boy,2016,pg-13,mystery,william brent bell,4.825,0.6836
978,trainwreck,2015,r,romance,judd apatow,6.9750000000000005,0.6836
979,knocked up,2007,r,romance,judd apatow,7.675,0.6835
980,the big red one,1980,pg,war,samuel fuller,7.625,0.6835
981,terminator salvation,2009,pg-13,action,mcg,5.2,0.6834
982,halloween kills,2021,r,thriller,david gordon green,5.0,0.6834
983,the crying game,1992,r,crime,neil jordan,8.125,0.6831
984,kate  leopold,2001,pg-13,fantasy,james mangold,5.575,0.683
985,the maze runner,2014,pg-13,mystery,wes ball,6.575,0.6829
986,the empire strikes back,1980,pg,action,irvin kershner,8.7,0.6829
987,terminator 2 judgment day,1991,r,science fiction,james cameron,8.325,0.6828
988,sicario day of the soldado,2018,r,crime,stefano sollima,6.575,0.6828
989,se7en,1995,r,mystery,david fincher,7.95,0.6828
990,good morning vietnam,1987,r,war,barry levinson,7.575,0.6828
991,red dawn,1984,pg-13,war,john milius,5.725,0.6827
992,the equalizer 2,2018,r,crime,antoine fuqua,5.925,0.6827
993,water for elephants,2011,pg-13,romance,francis lawrence,6.25,0.6827
994,jesus christ superstar,1973,g,music,norman jewison,6.475,0.6827
995,the buddy holly story,1978,pg,music,steve rash,8.05,0.6827
996,viva las vegas,1964,nr,music,george sidney,7.025,0.6826
997,lethal weapon 4,1998,r,action,richard donner,5.525,0.6826
998,downton abbey,2019,pg,drama,michael engler,7.325,0.6826
999,scream 2,1997,r,horror,wes craven,6.8,0.6825
1000,harry potter and the goblet of fire,2005,pg-13,fantasy,mike newell,8.1,0.6824
1001,the hunger games catching fire,2013,pg-13,action,francis lawrence,7.875,0.6824
