Rank,Title,Year,Age_Rating,Genre,Director,Average_Rating,Similarity_Score
1,treasure planet,2002,pg,science fiction,"ron clements, john musker",6.925,1.0
2,the princess and the frog,2009,g,fantasy,"ron clements, john musker",7.55,0.8008
3,moana,2016,pg,comedy,"ron clements, john musker, don hall",8.2,0.7862
4,lightyear,2022,pg,science fiction,angus maclane,6.625,0.7715
5,atlantis the lost empire,2001,pg,science fiction,"gary trousdale, kirk wise",5.975,0.764
6,home,2015,pg,fantasy,tim johnson,6.025,0.7615
7,wonder park,2019,pg,fantasy,dylan brown,5.1,0.7605
8,wall·e,2008,g,science fiction,andrew stanton,8.875,0.7597
9,monsters vs aliens,2009,pg,science fiction,"rob letterman, conrad vernon",6.375,0.7544
10,space jam,1996,pg,science fiction,joe pytka,5.9,0.7526
11,bolt,2008,pg,comedy,"byron howard, chris williams",7.25,0.752
12,the adventures of tintin,2011,pg,mystery,steven spielberg,7.125,0.7513
13,wreck it ralph,2012,pg,comedy,rich moore,7.725,0.7506
14,open season,2006,pg,comedy,"roger allers, jill culton, anthony stacchi",5.5,0.7505
15,edge of tomorrow,2014,pg-13,science fiction,doug liman,7.925,0.7501
16,sherlock gnomes,2018,pg,fantasy,john stevenson,4.35,0.7501
17,spirit stallion of the cimarron,2002,g,romance,"kelly asbury, lorna cook",6.75,0.7499
18,trolls world tour,2020,pg,music,"walt dohrn, david p. smith",6.425,0.7494
19,trolls,2016,pg,fantasy,"mike mitchell, walt dohrn",6.525,0.7493
20,hercules,2014,pg-13,action,brett ratner,5.575,0.749
21,smurfs the lost village,2017,pg,comedy,kelly asbury,5.1,0.7489
22,underworld awakening,2012,r,horror,"måns mårlind, björn stein",4.75,0.7481
23,brave,2012,pg,comedy,"mark andrews, brenda chapman, steve purcell",7.2,0.7479
24,legend of the guardians the owls of gahoole,2010,pg,fantasy,zack snyder,6.05,0.7477
25,fun with dick and jane,2005,pg-13,crime,dean parisot,5.025,0.7474
26,planet 51,2009,pg,science fiction,"jorge blanco, javier abad, marcos martínez",4.525,0.7471
27,four christmases,2008,pg-13,romance,seth gordon,4.525,0.7471
28,stuart little,1999,pg,comedy,rob minkoff,6.225,0.7464
29,onward,2020,pg,fantasy,dan scanlon,7.5,0.7463
30,elysium,2013,r,action,neill blomkamp,6.4,0.7462
31,megamind,2010,pg,action,tom mcgrath,6.975,0.7457
32,fantastic four rise of the silver surfer,2007,pg,science fiction,tim story,4.85,0.745
33,dr dolittle 2,2001,pg,romance,steve carr,4.75,0.7447
34,superhero movie,2008,pg-13,science fiction,craig mazin,3.725,0.7438
35,pokémon detective pikachu,2019,pg,action,rob letterman,6.375,0.7438
36,the time machine,2002,pg-13,science fiction,simon wells,4.825,0.7436
37,unstoppable,2010,pg-13,thriller,tony scott,7.25,0.7434
38,lemony snickets a series of unfortunate events,2004,pg,comedy,brad silberling,6.75,0.7431
39,rush hour 2,2001,pg-13,comedy,brett ratner,5.825,0.743
40,the spiderwick chronicles,2008,pg,fantasy,mark waters,6.85,0.7428
41,charlie and the chocolate factory,2005,pg,fantasy,tim burton,7.300000000000001,0.7428
42,ralph breaks the internet,2018,pg,comedy,"phil johnston, rich moore",7.525,0.7427
43,epic,2013,pg,fantasy,chris wedge,6.2,0.7426
44,star trek beyond,2016,pg-13,action,justin lin,7.3,0.7425
45,salt,2010,pg-13,thriller,phillip noyce,6.4,0.7423
46,penguins of madagascar,2014,pg,comedy,"eric darnell, simon j. smith",6.45,0.7422
47,priest,2011,pg-13,fantasy,scott stewart,4.275,0.7422
48,cloudy with a chance of meatballs,2009,pg,comedy,"phil lord, christopher miller",7.15,0.7421
49,cloudy with a chance of meatballs 2,2013,pg,comedy,"cody cameron, kris pearn",6.45,0.7419
50,50 first dates,2004,pg-13,comedy,peter segal,5.75,0.7417
51,the stepford wives,2004,pg-13,science fiction,frank oz,4.45,0.7417
52,abominable,2019,pg,comedy,"jill culton, todd wilderman",7.225,0.7416
53,scary movie 4,2006,pg-13,comedy,david zucker,4.5,0.7416
54,the one,2001,pg-13,science fiction,james wong,3.95,0.7415
55,the croods a new age,2020,pg,comedy,joel crawford,6.9,0.7415
56,free guy,2021,pg-13,science fiction,shawn levy,7.2,0.7414
57,teenage mutant ninja turtles mutant mayhem,2023,pg,science fiction,"jeff rowe, kyler spears",7.825,0.7414
58,charlottes web,2006,g,fantasy,gary winick,6.8,0.7413
59,the dictator,2012,r,comedy,larry charles,6.05,0.741
60,payback,1999,r,crime,brian helgeland,6.025,0.7406
61,a bugs life,1998,g,comedy,"john lasseter, andrew stanton",7.775,0.7402
62,the hunchback of notre dame,1996,g,drama,"gary trousdale, kirk wise",7.175,0.7401
63,jurassic park iii,2001,pg-13,science fiction,joe johnston,5.3,0.74
64,spy kids 3 d game over,2003,pg,science fiction,robert rodriguez,4.925,0.7399
65,due date,2010,r,comedy,todd phillips,5.475,0.7398
66,charlies angels,2000,pg-13,action,mcg,5.85,0.7398
67,rock dog,2016,pg,music,ash brannon,5.4,0.7397
68,how to train your dragon,2010,pg,fantasy,"dean deblois, chris sanders",8.325,0.7397
69,dracula untold,2014,pg-13,action,gary shore,4.800000000000001,0.7397
70,domestic disturbance,2001,pg-13,mystery,harold becker,4.15,0.7396
71,the peanuts movie,2015,g,comedy,steve martino,7.324999999999999,0.7395
72,star trek,2009,pg-13,science fiction,j.j. abrams,8.225,0.7394
73,kung fu panda 3,2016,pg,comedy,"alessandro carloni, jennifer yuh nelson",7.324999999999999,0.7394
74,ferdinand,2017,pg,comedy,carlos saldanha,6.675,0.7393
75,smallfoot,2018,pg,comedy,"karey kirkpatrick, jason reisig",6.75,0.7389
76,next,2007,pg-13,science fiction,lee tamahori,4.825,0.7389
77,george of the jungle,1997,pg,comedy,sam weisman,5.475,0.7388
78,kung fu panda,2008,pg,action,"mark osborne, john stevenson",7.75,0.7388
79,raya and the last dragon,2021,pg,fantasy,"don hall, carlos lópez estrada, paul briggs",7.95,0.7387
80,teenage mutant ninja turtles ii the secret of the ooze,1991,pg,science fiction,michael pressman,5.075,0.7383
81,the angry birds movie 2,2019,pg,fantasy,"thurop van orman, john rice",6.675,0.7382
82,arthur and the invisibles,2006,pg,fantasy,luc besson,4.625,0.7381
83,how to train your dragon 2,2014,pg,fantasy,dean deblois,8.1,0.7381
84,robots,2005,pg,comedy,"chris wedge, carlos saldanha",6.425000000000001,0.7381
85,cars,2006,g,comedy,"john lasseter, joe ranft",7.225,0.7379
86,christopher robin,2018,pg,fantasy,marc forster,6.95,0.7379
87,muppet treasure island,1996,g,music,brian henson,6.75,0.7378
88,journey 2 the mysterious island,2012,pg,science fiction,brad peyton,5.125,0.7378
89,x men,2000,pg-13,science fiction,bryan singer,7.225,0.7378
90,cars 3,2017,g,comedy,brian fee,6.6000000000000005,0.7377
91,skyscraper,2018,pg-13,action,rawson marshall thurber,5.5,0.7377
92,uglydolls,2019,pg,music,kelly asbury,4.65,0.7376
93,planes,2013,pg,comedy,klay hall,4.525,0.7376
94,monster house,2006,pg,fantasy,gil kenan,6.9,0.7376
95,mars attacks,1996,pg-13,science fiction,tim burton,5.875,0.7375
96,mr poppers penguins,2011,pg,comedy,mark waters,5.525,0.7373
97,life,2017,r,mystery,daniel espinosa,6.3,0.7372
98,the boxtrolls,2014,pg,fantasy,"graham annable, anthony stacchi",6.85,0.7371
99,storks,2016,pg,comedy,"nicholas stoller, doug sweetland",6.4,0.7371
100,anaconda,1997,pg-13,horror,luis llosa,4.475,0.7371
101,dc league of super pets,2022,pg,comedy,"jared stern, sam j. levine",6.775,0.7369
102,austin powers in goldmember,2002,pg-13,comedy,jay roach,5.9,0.7368
103,tropic thunder,2008,r,comedy,ben stiller,7.274999999999999,0.7365
104,volcano,1997,pg-13,science fiction,mick jackson,5.475,0.7363
105,men in black,1997,pg-13,science fiction,barry sonnenfeld,7.675,0.7362
106,men in black ii,2002,pg-13,science fiction,barry sonnenfeld,5.325,0.7361
107,the scorpion king,2002,pg-13,drama,chuck russell,4.9,0.7361
108,the expendables 2,2012,r,thriller,simon west,6.199999999999999,0.7361
109,rambo,2008,r,war,sylvester stallone,5.525,0.7361
110,sonic the hedgehog,2020,pg,action,jeff fowler,6.225,0.736
111,the new mutants,2020,pg-13,horror,josh boone,4.824999999999999,0.736
112,analyze this,1999,r,comedy,harold ramis,6.55,0.7356
113,the forgotten,2004,pg-13,thriller,joseph ruben,4.775,0.7354
114,soul,2020,pg,fantasy,"pete docter, kemp powers",8.475,0.7354
115,jumper,2008,pg-13,action,doug liman,4.325,0.7353
116,the spongebob movie sponge out of water,2015,pg,fantasy,"paul tibbitt, mike mitchell",6.574999999999999,0.7351
117,the bad guys,2022,pg,crime,pierre perifel,7.4,0.7349
118,into the storm,2014,pg-13,thriller,steven quale,4.6,0.7348
119,three kings,1999,r,war,david o. russell,7.85,0.7348
120,evolution,2001,pg-13,science fiction,ivan reitman,5.15,0.7344
121,guardians of the galaxy,2014,pg-13,science fiction,james gunn,8.175,0.7343
122,puss in boots,2011,pg,comedy,chris miller,7.074999999999999,0.7342
123,just like heaven,2005,pg-13,romance,mark waters,5.95,0.734
124,the book of life,2014,pg,fantasy,jorge r. gutiérrez,7.425000000000001,0.7338
125,ratatouille,2007,g,comedy,"brad bird, jan pinkava",8.775,0.7334
126,paddington,2014,pg,comedy,paul king,7.949999999999999,0.7331
127,race to witch mountain,2009,pg,science fiction,andy fickman,5.225,0.7329
128,the emperors new groove,2000,g,fantasy,mark dindal,7.65,0.7327
129,ant man,2015,pg-13,science fiction,peyton reed,7.25,0.7326
130,scary movie 3,2003,r,comedy,david zucker,5.0,0.7325
131,the incredible hulk,2008,pg-13,action,louis leterrier,6.425,0.7323
132,petes dragon,2016,pg,fantasy,david lowery,7.25,0.7322
133,resident evil extinction,2007,r,science fiction,russell mulcahy,4.75,0.7321
134,prometheus,2012,r,science fiction,ridley scott,6.825,0.7321
135,the final destination,2009,r,horror,david r. ellis,4.125,0.7318
136,lilo  stitch,2002,pg,comedy,"dean deblois, chris sanders",7.725,0.7318
137,ad astra,2019,pg-13,science fiction,james gray,7.225,0.7318
138,the lego batman movie,2017,pg,action,chris mckay,7.725,0.7318
139,along came polly,2004,pg-13,romance,john hamburg,4.775,0.7318
140,godzilla vs kong,2021,pg-13,action,adam wingard,6.85,0.7318
141,the pink panther,2006,pg,crime,shawn levy,4.35,0.7314
142,bedazzled,2000,pg-13,fantasy,harold ramis,5.525,0.7311
143,yours mine  ours,2005,pg,romance,raja gosnell,4.025,0.731
144,ghost in the shell,2017,pg-13,drama,rupert sanders,5.475,0.731
145,event horizon,1997,r,mystery,paul w.s. anderson,5.025,0.731
146,toy story 2,1999,g,comedy,"john lasseter, ash brannon, lee unkrich",8.575,0.7309
147,shaft,2000,r,crime,john singleton,5.925,0.7305
148,unbreakable,2000,pg-13,thriller,m. night shyamalan,6.9,0.7302
149,american wedding,2003,r,comedy,jesse dylan,5.525,0.7301
150,monsters inc,2001,g,comedy,"pete docter, david silverman, lee unkrich",8.35,0.73
151,anastasia,1997,g,fantasy,"don bluth, gary goldman",7.275,0.73
152,doctor strange,2016,pg-13,fantasy,scott derrickson,7.75,0.73
153,underwater,2020,pg-13,horror,william eubank,5.45,0.7298
154,terminator 3 rise of the machines,2003,r,thriller,jonathan mostow,6.525,0.7298
155,the italian job,2003,pg-13,crime,f. gary gray,6.975,0.7298
156,valiant,2005,g,war,gary chapman,4.675,0.7297
157,over the hedge,2006,pg,comedy,"tim johnson, karey kirkpatrick",6.875,0.7294
158,big hero 6,2014,pg,comedy,"don hall, chris williams",7.975,0.7293
159,intolerable cruelty,2003,pg-13,romance,"joel coen, ethan coen",6.725,0.7292
160,a quiet place part ii,2020,pg-13,horror,john krasinski,7.725,0.7291
161,shark tale,2004,pg,action,"bibo bergeron, vicky jenson, rob letterman",5.075,0.729
162,kung fu panda 2,2011,pg,comedy,jennifer yuh nelson,7.3,0.729
163,the little prince,2015,pg,fantasy,mark osborne,7.85,0.7288
164,rio,2011,g,comedy,carlos saldanha,6.775,0.7288
165,captain america the first avenger,2011,pg-13,science fiction,joe johnston,7.125,0.7287
166,the bourne supremacy,2004,pg-13,drama,paul greengrass,7.625,0.7284
167,hellboy ii the golden army,2008,pg-13,fantasy,guillermo del toro,7.55,0.7284
168,the invasion,2007,pg-13,mystery,oliver hirschbiegel,4.6,0.7283
169,vantage point,2008,pg-13,drama,pete travis,5.1,0.7282
170,the pink panther 2,2009,pg,mystery,harald zwart,4.05,0.7282
171,thor,2011,pg-13,action,kenneth branagh,6.8,0.728
172,deep blue sea,1999,r,science fiction,renny harlin,5.825,0.728
173,zombieland double tap,2019,r,horror,ruben fleischer,6.475,0.7279
174,a christmas carol,2009,pg,fantasy,robert zemeckis,6.1,0.7279
175,starsky  hutch,2004,pg-13,crime,todd phillips,5.925,0.7277
176,lyle lyle crocodile,2022,pg,music,"josh gordon, will speck",6.324999999999999,0.7277
177,the hitchhikers guide to the galaxy,2005,pg,science fiction,garth jennings,6.425,0.7277
178,resident evil apocalypse,2004,r,science fiction,alexander witt,4.45,0.7277
179,the prince of egypt,1998,pg,drama,"brenda chapman, steve hickner, simon wells",7.225,0.7276
180,wanted,2008,r,action,timur bekmambetov,6.675,0.7276
181,poltergeist,2015,pg-13,horror,gil kenan,4.425000000000001,0.7275
182,the american president,1995,pg-13,romance,rob reiner,7.275,0.7275
183,war of the worlds,2005,pg-13,science fiction,steven spielberg,6.975,0.7274
184,hotel transylvania 2,2015,pg,fantasy,genndy tartakovsky,5.875,0.7272
185,sky captain and the world of tomorrow,2004,pg,mystery,kerry conran,6.375,0.7271
186,x men first class,2011,pg-13,science fiction,matthew vaughn,7.525,0.7271
187,birds of prey and the fantabulous emancipation of one harley quinn,2020,r,crime,cathy yan,6.725,0.727
188,x men days of future past,2014,pg-13,science fiction,bryan singer,7.975,0.7268
189,spider man into the spider verse,2018,pg,action,"bob persichetti, peter ramsey, rodney rothman",8.8,0.7267
190,creed iii,2023,pg-13,action,michael b. jordan,7.5,0.7265
191,underworld rise of the lycans,2009,r,fantasy,patrick tatopoulos,5.1,0.7265
192,300 rise of an empire,2014,r,war,noam murro,5.4,0.7264
193,stop loss,2008,r,war,kimberly peirce,6.25,0.7264
194,secret window,2004,pg-13,mystery,david koepp,5.574999999999999,0.7262
195,star trek first contact,1996,pg-13,science fiction,jonathan frakes,7.825,0.7262
196,waynes world 2,1993,pg-13,music,stephen surjik,6.1,0.7262
197,six days seven nights,1998,pg-13,romance,ivan reitman,5.225,0.7261
198,the angry birds movie,2016,pg,comedy,"clay kaytis, fergal reilly",5.3,0.726
199,inside out,2015,pg,comedy,"pete docter, ronnie del carmen",8.8,0.7259
200,the haunted mansion,2003,pg,fantasy,rob minkoff,3.925,0.7257
201,swordfish,2001,r,crime,dominic sena,4.625,0.7257
202,ace ventura when nature calls,1995,pg-13,comedy,steve oedekerk,4.825,0.7255
203,the addams family,2019,pg,fantasy,"greg tiernan, conrad vernon",5.4,0.7254
204,flightplan,2005,pg-13,drama,robert schwentke,5.45,0.7253
205,sully,2016,pg-13,drama,clint eastwood,7.625,0.7253
206,dragonheart,1996,pg-13,fantasy,rob cohen,5.7,0.7252
207,timecop,1994,r,crime,peter hyams,5.225,0.7251
208,contagion,2011,pg-13,thriller,steven soderbergh,7.225,0.725
209,dream house,2011,pg-13,mystery,jim sheridan,4.1,0.7249
210,knight and day,2010,pg-13,comedy,james mangold,5.55,0.7247
211,the truman show,1998,pg,drama,peter weir,8.675,0.7245
212,pitch perfect 3,2017,pg-13,comedy,trish sie,4.8,0.7245
213,galaxy quest,1999,pg,science fiction,dean parisot,7.625,0.7244
214,brick mansions,2014,pg-13,crime,camille delamarre,4.5,0.7243
215,scooby doo 2 monsters unleashed,2004,pg,fantasy,raja gosnell,4.25,0.7243
216,down to earth,2001,pg-13,romance,"chris weitz, paul weitz",4.0,0.7243
217,spy kids 2 the island of lost dreams,2002,pg,science fiction,robert rodriguez,6.25,0.7243
218,iron man,2008,pg-13,action,jon favreau,8.2,0.7242
219,the greatest showman,2017,pg,drama,michael gracey,6.45,0.7239
220,nanny mcphee,2005,pg,fantasy,kirk jones,6.65,0.7239
221,spider man 2,2004,pg-13,science fiction,sam raimi,8.1,0.7237
222,jimmy neutron boy genius,2001,g,science fiction,john a. davis,6.5,0.7237
223,ant man and the wasp,2018,pg-13,action,peyton reed,7.4,0.7237
224,the jungle book,2016,pg,fantasy,jon favreau,7.825,0.7236
225,nanny mcphee and the big bang,2010,pg,fantasy,susanna white,6.275,0.7234
226,ponyo,2008,g,fantasy,hayao miyazaki,8.25,0.7234
227,last christmas,2019,pg-13,romance,paul feig,5.825,0.7234
228,signs,2002,pg-13,thriller,m. night shyamalan,6.725,0.723
229,horrible bosses,2011,r,comedy,seth gordon,6.525,0.7229
230,road to perdition,2002,r,crime,sam mendes,7.625,0.7229
231,the fast and the furious tokyo drift,2006,pg-13,drama,justin lin,5.225,0.7228
232,source code,2011,pg-13,science fiction,duncan jones,7.85,0.7228
233,chicken little,2005,g,comedy,mark dindal,5.025,0.7227
234,i love you man,2009,r,romance,john hamburg,7.199999999999999,0.7225
235,hotel transylvania 3 summer vacation,2018,pg,fantasy,genndy tartakovsky,6.2,0.7224
236,dora and the lost city of gold,2019,pg,fantasy,james bobin,6.875,0.7223
237,basic,2003,r,mystery,john mctiernan,4.6,0.7223
238,bruce almighty,2003,pg-13,comedy,tom shadyac,5.725,0.7221
239,hop,2011,pg,comedy,tim hill,4.45,0.7221
240,the equalizer 3,2023,r,thriller,antoine fuqua,6.875,0.7221
241,mirror mirror,2012,pg,comedy,tarsem singh,5.275,0.7219
242,oceans eleven,2001,pg-13,thriller,steven soderbergh,7.700000000000001,0.7217
243,jumanji,1995,pg,fantasy,joe johnston,5.85,0.7217
244,crazy stupid love,2011,pg-13,romance,"glenn ficarra, john requa",7.35,0.7216
245,the boogeyman,2023,pg-13,horror,rob savage,5.975,0.7214
246,under siege,1992,r,thriller,andrew davis,6.7250000000000005,0.7213
247,o brother where art thou,2000,pg-13,crime,"joel coen, ethan coen",7.425,0.7213
248,jack ryan shadow recruit,2014,pg-13,thriller,kenneth branagh,5.875,0.7212
249,warm bodies,2013,pg-13,romance,jonathan levine,6.85,0.7212
250,walk hard the dewey cox story,2007,r,music,jake kasdan,6.775,0.721
251,rio 2,2014,g,comedy,carlos saldanha,5.675,0.721
252,non stop,2014,pg-13,mystery,jaume collet-serra,6.375,0.721
253,hansel  gretel witch hunters,2013,r,horror,tommy wirkola,4.05,0.7209
254,green zone,2010,r,war,paul greengrass,6.225,0.7209
255,back to the future part ii,1989,pg,science fiction,robert zemeckis,6.9,0.7208
256,a monster calls,2016,pg-13,horror,j.a. bayona,7.725,0.7208
257,mr beans holiday,2007,g,comedy,steve bendelack,5.875,0.7207
258,the santa clause 2,2002,g,fantasy,michael lembeck,5.5,0.7206
259,the secret life of walter mitty,2013,pg,comedy,ben stiller,6.275,0.7205
260,eastern promises,2007,r,mystery,david cronenberg,8.05,0.7205
261,the waterboy,1998,pg-13,comedy,frank coraci,4.949999999999999,0.7205
262,reign of fire,2002,pg-13,fantasy,rob bowman,5.1,0.7205
263,men in black 3,2012,pg-13,science fiction,barry sonnenfeld,6.45,0.7203
264,cliffhanger,1993,r,action,renny harlin,6.45,0.7201
265,a wrinkle in time,2018,pg,science fiction,ava duvernay,4.75,0.72
266,star trek into darkness,2013,pg-13,action,j.j. abrams,7.65,0.7199
267,the whole nine yards,2000,r,crime,jonathan lynn,5.525,0.7198
268,legally blonde 2 red white  blonde,2003,pg-13,romance,charles herman-wurmfeld,4.675,0.7198
269,madagascar 3 europes most wanted,2012,pg,comedy,"eric darnell, tom mcgrath, conrad vernon",6.8,0.7196
270,daddys home,2015,pg-13,comedy,sean anders,4.95,0.7195
271,nims island,2008,pg,fantasy,"jennifer flackett, mark levin",5.675,0.7195
272,mission impossible,1996,pg-13,thriller,brian de palma,6.65,0.7194
273,oceans eight,2018,pg-13,crime,gary ross,6.575,0.7194
274,total recall,1990,r,action,paul verhoeven,7.25,0.7194
275,rambo first blood part ii,1985,r,action,george p. cosmatos,5.275,0.7193
276,serendipity,2001,pg-13,romance,peter chelsom,6.2,0.7192
277,the woman in black,2012,pg-13,thriller,james watkins,6.325,0.7191
278,after the sunset,2004,pg-13,crime,brett ratner,4.5,0.7189
279,rush hour 3,2007,pg-13,crime,brett ratner,4.7,0.7189
280,thir13en ghosts,2001,r,horror,steve beck,4.175,0.7187
281,gremlins 2 the new batch,1990,pg-13,horror,"joe dante, chuck jones",6.725,0.7187
282,ip man 4 the finale,2019,nr,drama,wilson yip,7.25,0.7185
283,babylon ad,2008,pg-13,science fiction,mathieu kassovitz,3.625,0.7184
284,game night,2018,r,crime,"john francis daley, jonathan goldstein",7.225,0.7184
285,sisu,2022,r,war,jalmari helander,7.675000000000001,0.7183
286,world war z,2013,pg-13,horror,marc forster,6.7,0.7183
287,13 going on 30,2004,pg-13,fantasy,gary winick,6.3,0.7183
288,kong skull island,2017,pg-13,fantasy,jordan vogt-roberts,6.75,0.7181
289,the expendables,2010,r,thriller,sylvester stallone,5.325,0.7181
290,2 guns,2013,r,crime,baltasar kormákur,6.275,0.7181
291,meet the parents,2000,pg-13,comedy,jay roach,7.375,0.718
292,casper,1995,pg,comedy,brad silberling,5.65,0.7179
293,the lake house,2006,pg,mystery,alejandro agresti,5.625,0.7178
294,the relic,1997,r,mystery,peter hyams,6.6,0.7178
295,a perfect murder,1998,r,crime,andrew davis,5.9,0.7178
296,resident evil retribution,2012,r,horror,paul w.s. anderson,4.45,0.7177
297,broken arrow,1996,r,thriller,john woo,5.875,0.7173
298,muppets most wanted,2014,pg,crime,james bobin,6.7,0.7171
299,thor the dark world,2013,pg-13,action,alan taylor,6.325,0.717
300,war for the planet of the apes,2017,pg-13,war,matt reeves,8.05,0.717
301,journey to the west the demons strike back,2017,pg-13,fantasy,hark tsui,5.875,0.7168
302,forces of nature,1999,pg-13,romance,bronwen hughes,5.025,0.7168
303,about a boy,2002,pg-13,romance,"chris weitz, paul weitz",7.65,0.7168
304,get smart,2008,pg-13,thriller,peter segal,5.8,0.7168
305,big daddy,1999,pg-13,comedy,dennis dugan,5.225,0.7167
306,black widow,2021,pg-13,science fiction,cate shortland,7.125,0.7166
307,burn after reading,2008,r,drama,"ethan coen, joel coen",6.95,0.7166
308,johnny english reborn,2011,pg,crime,oliver parker,5.25,0.7166
309,red,2010,pg-13,comedy,robert schwentke,6.725,0.7166
310,quarantine,2008,r,horror,john erick dowdle,5.65,0.7165
311,rampage,2018,pg-13,action,brad peyton,5.55,0.7164
312,failure to launch,2006,pg-13,romance,tom dey,4.625,0.7163
313,alien resurrection,1997,r,horror,jean-pierre jeunet,6.05,0.7162
314,honey i shrunk the kids,1989,pg,science fiction,joe johnston,6.65,0.7162
315,bride of chucky,1998,r,horror,ronny yu,5.25,0.7162
316,hitmans wifes bodyguard,2021,r,crime,patrick hughes,4.625,0.7161
317,crimson tide,1995,r,thriller,tony scott,7.5,0.7161
318,identity,2003,r,mystery,james mangold,6.8,0.7158
319,ice age,2002,pg,comedy,"chris wedge, carlos saldanha",7.175,0.7156
320,americas sweethearts,2001,pg-13,romance,joe roth,4.775,0.7156
321,live free or die hard,2007,pg-13,thriller,len wiseman,7.199999999999999,0.7155
322,shang chi and the legend of the ten rings,2021,pg-13,fantasy,destin daniel cretton,7.8,0.7155
323,predators,2010,r,science fiction,nimród antal,6.075,0.7154
324,dunkirk,2017,pg-13,action,christopher nolan,8.475,0.7153
325,percy jackson sea of monsters,2013,pg,fantasy,thor freudenthal,4.975,0.7152
326,the mermaid,2016,r,romance,stephen chow,7.275,0.7152
327,tomorrow never dies,1997,pg-13,thriller,roger spottiswoode,5.95,0.7151
328,ransom,1996,r,action,ron howard,6.7,0.7151
329,poseidon,2006,pg-13,drama,wolfgang petersen,4.95,0.7148
330,x men the last stand,2006,pg-13,action,brett ratner,6.1,0.7148
331,the fifth element,1997,pg-13,science fiction,luc besson,6.875,0.7147
332,the thomas crown affair,1999,r,romance,john mctiernan,6.925000000000001,0.7147
333,the predator,2018,r,science fiction,shane black,4.775,0.7147
334,mission impossible iii,2006,pg-13,action,j.j. abrams,6.825,0.7146
335,ice age the meltdown,2006,pg,comedy,carlos saldanha,6.25,0.7146
336,ghost ship,2002,r,horror,steve beck,3.95,0.7146
337,ace ventura pet detective,1994,pg-13,mystery,tom shadyac,5.475,0.7143
338,sing,2016,pg,music,"garth jennings, christophe lourdelet",6.8,0.7142
339,breakdown,1997,r,mystery,jonathan mostow,7.375,0.7142
340,quantum of solace,2008,pg-13,crime,marc forster,6.225,0.7141
341,mission impossible   rogue nation,2015,pg-13,action,christopher mcquarrie,7.875,0.714
342,spy,2015,r,action,paul feig,7.7,0.714
343,annihilation,2018,r,horror,alex garland,7.475,0.7139
344,high fidelity,2000,r,music,stephen frears,7.875,0.7137
345,matchstick men,2003,pg-13,crime,ridley scott,7.15,0.7136
346,the secret world of arrietty,2010,g,fantasy,hiromasa yonebayashi,8.175,0.7136
347,hot shots part deux,1993,pg-13,war,jim abrahams,6.35,0.7136
348,the muppets,2011,pg,music,james bobin,7.7,0.7136
349,collateral,2004,r,drama,michael mann,7.6,0.7133
350,rambo iii,1988,r,war,peter macdonald,4.925,0.7132
351,super 8,2011,pg-13,thriller,j.j. abrams,7.275,0.7132
352,music and lyrics,2007,pg-13,romance,marc lawrence,6.275,0.7131
353,tenacious d in the pick of destiny,2006,r,music,liam lynch,6.1,0.7131
354,alvin and the chipmunks,2007,pg,fantasy,tim hill,4.45,0.713
355,flags of our fathers,2006,r,war,clint eastwood,7.375,0.713
356,alita battle angel,2019,pg-13,action,robert rodriguez,6.475,0.713
357,land of the lost,2009,pg-13,science fiction,brad silberling,4.125,0.7129
358,star trek vi the undiscovered country,1991,pg,science fiction,nicholas meyer,7.25,0.7129
359,captain america the winter soldier,2014,pg-13,science fiction,"anthony russo, joe russo",7.85,0.7129
360,piranha 3d,2010,r,horror,alexandre aja,5.925,0.7129
361,days of thunder,1990,pg-13,drama,tony scott,5.575,0.7129
362,paddington 2,2017,pg,comedy,paul king,8.5,0.7128
363,the house with a clock in its walls,2018,pg,fantasy,eli roth,6.125,0.7128
364,alien covenant,2017,r,thriller,ridley scott,6.4,0.7128
365,cats  dogs the revenge of kitty galore,2010,pg,fantasy,brad peyton,3.475,0.7127
