Rank,Title,Year,Age_Rating,Genre,Director,Average_Rating,Similarity_Score
786,paranormal activity the ghost dimension,2015,r,horror,gregory plotkin,3.6,0.6635
787,paradise road,1997,r,war,bruce beresford,5.575,0.6635
788,30 days of night,2007,r,horror,david slade,5.825,0.6634
789,fiddler on the roof,1971,g,romance,norman jewison,7.625,0.6634
790,hannah montana the movie,2009,g,romance,peter chelsom,5.1,0.6632
791,what dreams may come,1998,pg-13,romance,vincent ward,5.95,0.6632
792,every which way but loose,1978,pg,romance,james fargo,5.175,0.6631
793,the wailing,2016,nr,mystery,na hong-jin,8.2,0.663
794,taking woodstock,2009,r,music,ang lee,5.8,0.663
795,always,1989,pg,romance,steven spielberg,6.175,0.6629
796,camelot,1967,g,music,joshua logan,5.975,0.6629
797,the butler,2013,pg-13,drama,lee daniels,7.025,0.6628
798,big fish,2003,pg-13,fantasy,tim burton,7.3,0.6628
799,midsommar,2019,r,horror,ari aster,7.45,0.6627
800,the hunt for red october,1990,pg-13,thriller,john mctiernan,7.375,0.6626
801,star wars the clone wars,2008,pg,science fiction,dave filoni,4.325,0.6626
802,elysium,2013,r,action,neill blomkamp,6.4,0.6625
803,pretty woman,1990,r,comedy,garry marshall,6.525,0.6624
804,ouija,2014,pg-13,horror,stiles white,3.5,0.6623
805,newsies,1992,pg,music,kenny ortega,5.55,0.6622
806,kagemusha,1980,pg,war,akira kurosawa,8.25,0.6621
807,bohemian rhapsody,2018,pg-13,music,bryan singer,6.7,0.6618
808,poltergeist,2015,pg-13,horror,gil kenan,4.425000000000001,0.6617
809,reign of fire,2002,pg-13,fantasy,rob bowman,5.1,0.6617
810,daddys home,2015,pg-13,comedy,sean anders,4.95,0.6617
811,the angry birds movie,2016,pg,comedy,"clay kaytis, fergal reilly",5.3,0.6617
812,arthur and the invisibles,2006,pg,fantasy,luc besson,4.625,0.6617
813,godzilla vs kong,2021,pg-13,action,adam wingard,6.85,0.6616
814,guess who,2005,pg-13,romance,kevin rodney sullivan,5.225,0.6615
815,the thing,2011,r,mystery,matthijs van heijningen jr.,5.175000000000001,0.6615
816,sophies choice,1982,r,war,alan j. pakula,7.25,0.6613
817,dolittle,2020,pg,fantasy,stephen gaghan,4.074999999999999,0.6612
818,charlie and the chocolate factory,2005,pg,fantasy,tim burton,7.300000000000001,0.6611
