Rank,Title,Year,Age_Rating,Genre,Director,Average_Rating,Similarity_Score
1182,dantes peak,1997,pg-13,drama,roger donaldson,4.875,70.94
1183,xxx,2002,pg-13,action,rob cohen,5.325,70.92
1184,max payne,2008,pg-13,crime,john moore,3.85,70.91
1185,you me and dupree,2006,pg-13,romance,"anthony russo, joe russo",4.449999999999999,70.91
1186,the next three days,2010,pg-13,crime,paul haggis,6.15,70.91
1187,charlies angels full throttle,2003,pg-13,action,mcg,4.825,70.89999999999999
1188,eyes wide shut,1999,r,thriller,stanley kubrick,7.35,70.89999999999999
1189,hereafter,2010,pg-13,fantasy,clint eastwood,5.75,70.89
1190,terminator 3 rise of the machines,2003,r,thriller,jonathan mostow,6.525,70.89
1191,every which way but loose,1978,pg,romance,james fargo,5.175,70.89
1192,aline,2020,pg-13,music,valérie lemercier,5.975,70.89
1193,national treasure,2004,pg,action,jon turteltaub,5.525,70.88
1194,dont worry darling,2022,r,mystery,olivia wilde,5.425,70.88
1195,nine,2009,pg-13,music,rob marshall,5.025,70.88
1196,savages,2012,r,crime,oliver stone,5.925000000000001,70.86
1197,hope floats,1998,pg-13,romance,forest whitaker,4.825,70.86
1198,wall street money never sleeps,2010,pg-13,crime,oliver stone,5.9,70.86
1199,a nightmare on elm street,1984,r,horror,wes craven,7.925,70.86
1200,mercury rising,1998,r,crime,harold becker,4.55,70.85000000000001
1201,alvin and the chipmunks the squeakquel,2009,pg,comedy,betty thomas,4.1,70.85000000000001
1202,a wrinkle in time,2018,pg,science fiction,ava duvernay,4.75,70.85000000000001
1203,iron man 2,2010,pg-13,action,jon favreau,6.65,70.85000000000001
1204,octopussy,1983,pg,thriller,john glen,5.825,70.84
1205,on the town,1949,nr,music,"stanley donen, gene kelly",7.7,70.84
1206,power rangers,2017,pg-13,science fiction,dean israelite,5.425,70.82000000000001
1207,hoodwinked,2005,pg,crime,"cory edwards, todd edwards, tony leech",5.45,70.82000000000001
1208,mad max,1979,r,science fiction,george miller,7.45,70.81
1209,the mummy returns,2001,pg-13,fantasy,stephen sommers,5.55,70.78999999999999
1210,popstar never stop never stopping,2016,r,music,"akiva schaffer, jorma taccone",7.0,70.78
1211,raise your voice,2004,pg,music,sean mcnamara,4.3,70.77
1212,the twilight saga eclipse,2010,pg-13,fantasy,david slade,5.425,70.76
1213,the haunted mansion,2003,pg,fantasy,rob minkoff,3.925,70.75
1214,aliens vs predator requiem,2007,r,science fiction,"colin strause, greg strause",3.475,70.75
1215,the naked gun from the files of police squad,1988,pg-13,crime,david zucker,7.774999999999999,70.74000000000001
1216,brave,2012,pg,comedy,"mark andrews, brenda chapman, steve purcell",7.2,70.7
1217,chronicle,2012,pg-13,thriller,josh trank,7.3,70.7
1218,stuart little,1999,pg,comedy,rob minkoff,6.225,70.7
1219,the chronicles of narnia the lion the witch and the wardrobe,2005,pg,fantasy,andrew adamson,7.25,70.67999999999999
1220,jimmy neutron boy genius,2001,g,science fiction,john a. davis,6.5,70.67999999999999
1221,white chicks,2004,pg-13,crime,keenen ivory wayans,4.6,70.67
1222,the gospel,2005,pg,music,rob hardy,4.65,70.67
1223,overboard,2018,pg-13,romance,rob greenberg,4.8,70.67
1224,mirrors,2008,r,horror,alexandre aja,4.35,70.66
1225,maze runner the scorch trials,2015,pg-13,action,wes ball,5.55,70.66
1226,chappie,2015,r,crime,neill blomkamp,5.225,70.65
1227,the lord of the rings the two towers,2002,pg-13,fantasy,peter jackson,8.85,70.64
1228,dr strangelove or how i learned to stop worrying and love the bomb,1964,pg,war,stanley kubrick,8.975,70.64
1229,the heartbreak kid,2007,r,romance,"bobby farrelly, peter farrelly",4.75,70.64
1230,independence day,1996,pg-13,action,roland emmerich,6.65,70.63000000000001
1231,inception,2010,pg-13,science fiction,christopher nolan,8.325,70.63000000000001
1232,cold mountain,2003,r,romance,anthony minghella,7.1,70.62
1233,toy story 3,2010,g,comedy,lee unkrich,8.775,70.6
1234,the wailing,2016,nr,mystery,na hong-jin,8.2,70.57
1235,fargo,1996,r,crime,"joel coen, ethan coen",8.525,70.56
1236,the muppet christmas carol,1992,g,music,brian henson,7.325,70.55
1237,paycheck,2003,pg-13,thriller,john woo,4.875,70.54
1238,the twilight saga breaking dawn   part 2,2012,pg-13,drama,bill condon,5.55,70.54
1239,pans labyrinth,2006,r,war,guillermo del toro,8.825,70.54
1240,underworld,2003,r,fantasy,len wiseman,5.275,70.53
1241,land of the lost,2009,pg-13,science fiction,brad silberling,4.125,70.53
1242,the pianist,2002,r,war,roman polanski,8.725,70.52000000000001
1243,de lovely,2004,pg-13,music,irwin winkler,5.725,70.52000000000001
1244,doctor strange in the multiverse of madness,2022,pg-13,fantasy,sam raimi,6.9,70.50999999999999
1245,knowing,2009,pg-13,mystery,alex proyas,5.0,70.5
1246,elvis,2022,pg-13,drama,baz luhrmann,7.225,70.5
1247,ghost rider spirit of vengeance,2011,pg-13,fantasy,"mark neveldine, brian taylor",3.625,70.5
1248,night at the museum battle of the smithsonian,2009,pg,fantasy,shawn levy,5.15,70.49
1249,kagemusha,1980,pg,war,akira kurosawa,8.25,70.49
1250,life is beautiful,1997,pg-13,comedy,roberto benigni,7.725,70.47
1251,babylon ad,2008,pg-13,science fiction,mathieu kassovitz,3.625,70.46
1252,monsters vs aliens,2009,pg,science fiction,"rob letterman, conrad vernon",6.375,70.45
1253,the last legion,2007,pg-13,war,doug lefler,4.05,70.39999999999999
1254,alvin and the chipmunks the road chip,2015,pg,music,walt becker,3.95,70.39999999999999
1255,the 6th day,2000,pg-13,mystery,roger spottiswoode,5.2,70.39999999999999
1256,newsies,1992,pg,music,kenny ortega,5.55,70.39
1257,defiance,2008,r,war,edward zwick,6.375,70.38
1258,autumn in new york,2000,pg-13,romance,joan chen,4.025,70.37
1259,the jazz singer,1927,nr,music,alan crosland,6.7,70.37
1260,midsommar,2019,r,horror,ari aster,7.45,70.36
1261,rob roy,1995,r,war,michael caton-jones,6.6,70.34
1262,the exorcism of emily rose,2005,pg-13,thriller,scott derrickson,4.975,70.34
1263,pompeii,2014,pg-13,romance,paul w.s. anderson,4.45,70.34
1264,lightyear,2022,pg,science fiction,angus maclane,6.625,70.33
1265,the children of huang shi,2008,r,war,roger spottiswoode,5.4,70.32000000000001
1266,batman forever,1995,pg-13,action,joel schumacher,5.0,70.30999999999999
1267,a time to kill,1996,r,thriller,joel schumacher,6.75,70.3
1268,national treasure book of secrets,2007,pg,thriller,jon turteltaub,5.3,70.28999999999999
1269,paradise road,1997,r,war,bruce beresford,5.575,70.26
1270,insurgent,2015,pg-13,thriller,robert schwentke,4.925000000000001,70.26
1271,terminator dark fate,2019,r,science fiction,tim miller,6.25,70.26
1272,star wars the last jedi,2017,pg-13,action,rian johnson,7.8,70.26
1273,truth or dare,2018,pg-13,horror,jeff wadlow,4.025,70.26
1274,transformers,2007,pg-13,science fiction,michael bay,6.425,70.25
1275,the last witch hunter,2015,pg-13,horror,breck eisner,4.275,70.24000000000001
1276,dark shadows,2012,pg-13,fantasy,tim burton,5.325,70.23
1277,hes just not that into you,2009,pg-13,comedy,ken kwapis,5.475,70.23
1278,harry potter and the chamber of secrets,2002,pg,fantasy,chris columbus,7.399999999999999,70.19999999999999
1279,die another day,2002,pg-13,action,lee tamahori,5.8,70.19999999999999
1280,sliver,1993,r,thriller,phillip noyce,4.05,70.15
1281,rocky,1976,pg,drama,john g. avildsen,8.05,70.15
1282,1941,1979,pg,war,steven spielberg,4.725,70.14
1283,fantastic four rise of the silver surfer,2007,pg,science fiction,tim story,4.85,70.13000000000001
1284,stomp the yard,2007,pg-13,music,sylvain white,4.875,70.13000000000001
1285,evita,1996,pg,drama,alan parker,5.825,70.12
1286,the revenant,2015,r,drama,alejandro g. iñárritu,7.725,70.11
1287,black panther,2018,pg-13,science fiction,ryan coogler,8.275,70.1
1288,the dark knight rises,2012,pg-13,action,christopher nolan,8.175,70.09
1289,wallace  gromit the curse of the were rabbit,2005,g,comedy,"steve box, nick park",8.2,70.09
1290,born on the fourth of july,1989,r,drama,oliver stone,7.525,70.09
1291,dragonfly,2002,pg-13,mystery,tom shadyac,3.95,70.08
1292,tron legacy,2010,pg,science fiction,joseph kosinski,5.825,70.08
1293,no country for old men,2007,r,thriller,"ethan coen, joel coen",8.65,70.07
1294,harry potter and the half blood prince,2009,pg,fantasy,david yates,7.85,70.07
1295,big mommas house 2,2006,pg-13,crime,john whitesell,3.625,70.07
1296,pacific rim uprising,2018,pg-13,fantasy,steven s. deknight,5.075,70.06
1297,glory,1989,r,war,edward zwick,8.15,70.06
1298,finding dory,2016,pg,comedy,"andrew stanton, angus maclane",7.825,70.06
1299,white house down,2013,pg-13,thriller,roland emmerich,5.8,70.05
1300,the amazing spider man,2012,pg-13,action,marc webb,6.825,70.05
1301,the dirty dozen,1967,nr,war,robert aldrich,7.699999999999999,70.04
1302,kingdom of heaven,2005,r,action,ridley scott,6.125,70.04
1303,red tails,2012,pg-13,war,anthony hemingway,5.275,70.04
1304,the tin drum,1979,r,war,volker schlöndorff,7.25,70.03
1305,the departed,2006,r,drama,martin scorsese,8.575,69.99
1306,guardians of the galaxy vol 3,2023,pg-13,science fiction,james gunn,7.625,69.99
1307,doctor sleep,2019,r,horror,mike flanagan,7.025,69.96
1308,vanilla sky,2001,r,thriller,cameron crowe,5.6,69.94
1309,the batman,2022,pg-13,thriller,matt reeves,7.8,69.93
1310,the meg,2018,pg-13,action,jon turteltaub,5.325,69.93
1311,a hard days night,1964,g,music,richard lester,8.55,69.92
1312,respect,2021,pg-13,music,liesl tommy,6.574999999999999,69.92
1313,the rite,2011,pg-13,horror,mikael håfström,4.525,69.91000000000001
1314,sgt stubby an american hero,2018,pg,war,richard lanni,7.35,69.91000000000001
1315,railroad tigers,2016,nr,war,sheng ding,5.125,69.89999999999999
1316,last action hero,1993,pg-13,fantasy,john mctiernan,5.4,69.89999999999999
1317,deliver us from evil,2014,r,horror,scott derrickson,4.85,69.89
1318,the matrix,1999,r,science fiction,"lana wachowski, lilly wachowski",8.125,69.88
1319,the hangover part iii,2013,r,comedy,todd phillips,4.275,69.88
1320,the devil inside,2012,r,horror,william brent bell,2.825,69.88
1321,morbius,2022,pg-13,science fiction,daniel espinosa,4.025,69.86
1322,tenet,2020,pg-13,science fiction,christopher nolan,7.1,69.84
1323,strange magic,2015,pg,music,gary rydstrom,4.324999999999999,69.83
1324,the kings man,2021,r,thriller,matthew vaughn,5.425,69.83
1325,glass,2019,pg-13,drama,m. night shyamalan,5.325,69.82000000000001
1326,i frankenstein,2014,pg-13,horror,stuart beattie,3.5,69.8
1327,dragon blade,2015,r,fantasy,daniel lee,5.0,69.78
1328,x men origins wolverine,2009,pg-13,science fiction,gavin hood,5.125,69.77
1329,moonstruck,1987,pg,romance,norman jewison,7.800000000000001,69.73
1330,star wars episode i   the phantom menace,1999,pg,science fiction,george lucas,5.85,69.72
1331,men in black ii,2002,pg-13,science fiction,barry sonnenfeld,5.325,69.72
1332,day watch,2006,r,horror,timur bekmambetov,6.15,69.71000000000001
1333,fast  furious presents hobbs  shaw,2019,pg-13,comedy,david leitch,6.525,69.71000000000001
1334,grown ups,2010,pg-13,comedy,dennis dugan,4.1,69.69999999999999
1335,quantum of solace,2008,pg-13,crime,marc forster,6.225,69.69999999999999
1336,eat pray love,2010,pg-13,romance,ryan murphy,5.125,69.69
1337,robin hood prince of thieves,1991,pg-13,drama,kevin reynolds,6.0,69.69
1338,iron man 3,2013,pg-13,science fiction,shane black,7.025,69.67999999999999
1339,jungle cruise,2021,pg-13,fantasy,jaume collet-serra,6.3,69.67999999999999
1340,pain  gain,2013,r,crime,michael bay,5.525,69.67
1341,kingsman the golden circle,2017,r,action,matthew vaughn,5.8,69.66
1342,the chronicles of riddick,2004,pg-13,science fiction,david twohy,4.925,69.66
1343,cold war,2018,r,music,pawel pawlikowski,8.3,69.64
1344,the emperors new groove,2000,g,fantasy,mark dindal,7.65,69.64
1345,case 39,2009,r,mystery,christian alvart,4.3,69.64
1346,interstellar,2014,pg-13,drama,christopher nolan,7.95,69.64
1347,the roommate,2011,pg-13,horror,christian e. christiansen,3.2,69.62
1348,one missed call,2008,pg-13,mystery,eric valette,2.95,69.59
1349,bicentennial man,1999,pg,science fiction,chris columbus,5.525,69.57
1350,the green hornet,2011,pg-13,action,michel gondry,4.95,69.57
1351,frozen,2013,pg,fantasy,"chris buck, jennifer lee",7.75,69.56
1352,now you see me 2,2016,pg-13,crime,jon m. chu,5.3,69.56
1353,sorority row,2009,r,mystery,stewart hendler,3.9,69.56
1354,the lion king,1994,g,drama,"roger allers, rob minkoff",8.7,69.55
1355,the curious case of benjamin button,2008,pg-13,drama,david fincher,7.4,69.53
1356,kellys heroes,1970,pg,war,brian g. hutton,6.95,69.53
1357,xxx state of the union,2005,pg-13,crime,lee tamahori,3.725,69.52000000000001
1358,the wolf of wall street,2013,r,drama,martin scorsese,7.9,69.49
1359,waltz with bashir,2008,r,war,ari folman,8.625,69.49
1360,20 feet from stardom,2013,nr,music,morgan neville,8.200000000000001,69.46
1361,shazam fury of the gods,2023,pg-13,fantasy,david f. sandberg,5.5,69.43
1362,the godfather,1972,r,crime,francis ford coppola,9.4,69.43
1363,pathaan,2023,nr,thriller,siddharth anand,6.3,69.41000000000001
1364,staying alive,1983,pg,music,sylvester stallone,3.2,69.38
1365,sophies choice,1982,r,war,alan j. pakula,7.25,69.38
1366,inferno,2016,pg-13,mystery,ron howard,4.7,69.38
1367,the counselor,2013,r,crime,ridley scott,4.7,69.37
1368,mission impossible   dead reckoning part one,2023,pg-13,action,christopher mcquarrie,8.225,69.35
1369,red sparrow,2018,r,thriller,francis lawrence,5.725,69.34
1370,snow white and the huntsman,2012,pg-13,drama,rupert sanders,5.65,69.32000000000001
1371,man on fire,2004,r,thriller,tony scott,5.925,69.31
1372,toy story,1995,g,comedy,john lasseter,8.975,69.3
1373,divergent,2014,pg-13,action,neil burger,5.6,69.3
1374,far and away,1992,pg-13,romance,ron howard,5.825,69.28
1375,shrek forever after,2010,pg,comedy,mike mitchell,6.075,69.28
1376,the guns of navarone,1961,nr,war,j. lee thompson,7.8,69.27
1377,lara croft tomb raider,2001,pg-13,thriller,simon west,4.25,69.27
1378,get rich or die tryin,2005,r,music,jim sheridan,4.625,69.27
1379,rules of engagement,2000,r,war,william friedkin,5.2,69.24
1380,free state of jones,2016,r,war,gary ross,5.95,69.23
1381,hancock,2008,pg-13,fantasy,peter berg,5.45,69.22
1382,midway,2019,pg-13,war,roland emmerich,5.675,69.21000000000001
1383,the fighting temptations,2003,pg-13,music,jonathan lynn,5.225,69.19999999999999
1384,the shape of water,2017,r,fantasy,guillermo del toro,8.1,69.19
1385,despicable me 3,2017,pg,action,"kyle balda, pierre coffin, eric guillon",5.875,69.19
1386,rain man,1988,r,drama,barry levinson,7.775,69.19
1387,stalingrad,2013,r,war,fedor bondarchuk,5.55,69.17999999999999
1388,white noise,2005,pg-13,horror,geoffrey sax,3.7,69.17
1389,the bodyguard,1992,r,drama,mick jackson,5.2,69.16
1390,taxi,2004,pg-13,crime,tim story,3.45,69.15
1391,u2 3d,2007,g,music,"catherine owens, mark pellington",8.325,69.15
1392,the great wall,2016,pg-13,fantasy,yimou zhang,4.9,69.13
1393,hulk,2003,pg-13,science fiction,ang lee,5.725,69.11
1394,house at the end of the street,2012,pg-13,horror,mark tonderai,3.85,69.11
1395,den of thieves,2018,r,crime,christian gudegast,5.7,69.08
1396,taken 3,2014,pg-13,action,olivier megaton,4.05,69.07
1397,the great raid,2005,r,war,john dahl,5.475,69.06
1398,barbie,2023,pg-13,comedy,greta gerwig,7.65,69.06
1399,one hundred and one dalmatians,1961,g,comedy,"clyde geronimi, hamilton luske, wolfgang reitherman",8.15,69.06
1400,the deep,1977,pg,mystery,peter yates,5.125,69.05
1401,troy,2004,r,war,wolfgang petersen,6.35,69.04
1402,special forces,2011,r,war,stéphane rybojad,4.375,69.0
1403,clash of the titans,2010,pg-13,action,louis leterrier,4.575,69.0
1404,halloween ii,2009,r,horror,rob zombie,4.05,68.97
1405,silent hill,2006,r,mystery,christophe gans,4.85,68.97
1406,scarface,1983,r,crime,brian de palma,7.725,68.97
1407,the godfather part iii,1990,r,thriller,francis ford coppola,6.925,68.96
1408,aladdin,2019,pg,romance,guy ritchie,6.25,68.95
1409,furious 7,2015,pg-13,action,james wan,7.3,68.94
1410,the grudge 2,2006,pg-13,horror,takashi shimizu,3.775,68.93
1411,no time to die,2021,pg-13,thriller,cary joji fukunaga,7.45,68.92
1412,a view to a kill,1985,pg,thriller,john glen,5.025,68.91000000000001
1413,beauty and the beast,1991,g,fantasy,"gary trousdale, kirk wise",8.625,68.91000000000001
1414,rush hour 3,2007,pg-13,crime,brett ratner,4.7,68.91000000000001
1415,open water,2003,r,horror,chris kentis,6.175,68.89999999999999
1416,waiting for guffman,1996,r,music,christopher guest,7.65,68.89
1417,heroes,1977,pg,war,jeremy kagan,4.6,68.89
1418,where eagles dare,1968,pg,war,brian g. hutton,7.45,68.88
1419,country strong,2010,pg-13,music,shana feste,4.775,68.86
1420,pocahontas,1995,g,romance,"mike gabriel, eric goldberg",6.175,68.85
1421,coming home,1978,r,war,hal ashby,7.175,68.83
1422,bewitched,2005,pg-13,romance,nora ephron,3.9,68.83
1423,ghost rider,2007,pg-13,action,mark steven johnson,4.3,68.82000000000001
1424,the ninth gate,1999,r,horror,roman polanski,5.475,68.81
1425,aquaman,2018,pg-13,action,james wan,6.45,68.8
1426,king arthur,2004,pg-13,war,antoine fuqua,5.05,68.8
1427,angels  demons,2009,pg-13,thriller,ron howard,5.45,68.78
1428,ice age continental drift,2012,pg,comedy,"steve martino, michael thurmeier",5.375,68.77
1429,us marshals,1998,pg-13,crime,stuart baird,5.2,68.76
1430,maleficent mistress of evil,2019,pg,fantasy,joachim rønning,5.55,68.76
1431,cowboys  aliens,2011,pg-13,thriller,jon favreau,5.25,68.75
1432,doom,2005,r,horror,andrzej bartkowiak,3.875,68.72
1433,the hateful eight,2015,r,mystery,quentin tarantino,7.45,68.71000000000001
1434,the league of extraordinary gentlemen,2003,pg-13,science fiction,stephen norrington,4.1,68.71000000000001
1435,watchmen,2009,r,science fiction,zack snyder,6.75,68.7
1436,men in black 3,2012,pg-13,science fiction,barry sonnenfeld,6.45,68.7
1437,maze runner the death cure,2018,pg-13,science fiction,wes ball,5.675,68.67999999999999
1438,rrr,2022,nr,drama,s.s. rajamouli,8.35,68.67
1439,gi joe retaliation,2013,pg-13,action,jon m. chu,4.574999999999999,68.65
1440,lara croft tomb raider   the cradle of life,2003,pg-13,thriller,jan de bont,4.475,68.64
1441,madeas witness protection,2012,pg-13,crime,tyler perry,4.3,68.64
1442,blended,2014,pg-13,romance,frank coraci,4.5,68.64
1443,godzilla x kong the new empire,2024,pg-13,action,adam wingard,5.825,68.63
1444,sweet charity,1969,g,music,bob fosse,6.8,68.62
1445,nutty professor ii the klumps,2000,pg-13,romance,peter segal,4.0,68.60000000000001
1446,the hobbit the desolation of smaug,2013,pg-13,fantasy,peter jackson,7.35,68.56
1447,x men the last stand,2006,pg-13,action,brett ratner,6.1,68.56
1448,pinocchio,1940,g,fantasy,"norman ferguson, t. hee, wilfred jackson",8.625,68.56
1449,little man,2006,pg-13,crime,keenen ivory wayans,3.55,68.5
1450,be cool,2005,pg-13,crime,f. gary gray,4.45,68.47
1451,corpse bride,2005,pg,fantasy,"tim burton, mike johnson",7.925000000000001,68.44
1452,the flowers of war,2011,r,war,yimou zhang,5.925,68.42
1453,searching for sugar man,2012,pg-13,music,malik bendjelloul,8.375,68.41000000000001
1454,pixels,2015,pg-13,science fiction,chris columbus,3.95,68.41000000000001
1455,i now pronounce you chuck  larry,2007,pg-13,comedy,dennis dugan,4.3,68.41000000000001
1456,platoon,1986,r,war,oliver stone,8.475,68.4
1457,sex and the city,2008,r,comedy,michael patrick king,5.65,68.37
1458,sahara,2005,pg-13,mystery,breck eisner,4.95,68.36
1459,crocodile dundee ii,1988,pg,comedy,john cornell,4.125,68.35
1460,the patriot,2000,r,drama,roland emmerich,6.725,68.31
1461,star trek the motion picture,1979,g,mystery,robert wise,5.775,68.31
1462,solo a star wars story,2018,pg-13,science fiction,ron howard,6.65,68.28999999999999
1463,baywatch,2017,r,crime,seth gordon,4.275,68.28999999999999
1464,tora tora tora,1970,g,war,"richard fleischer, kinji fukasaku, toshio masuda",6.25,68.28
1465,blues brothers 2000,1998,pg-13,music,john landis,4.9,68.28
1466,zookeeper,2011,pg,romance,frank coraci,3.75,68.27
1467,alex cross,2012,pg-13,mystery,rob cohen,3.625,68.25
1468,shrek,2001,pg,fantasy,"andrew adamson, vicky jenson",8.200000000000001,68.24
1469,a christmas carol,2009,pg,fantasy,robert zemeckis,6.1,68.23
1470,pride and glory,2008,r,mystery,gavin o'connor,5.25,68.22
1471,the expendables 3,2014,pg-13,thriller,patrick hughes,4.75,68.21000000000001
1472,the jackal,1997,r,thriller,michael caton-jones,4.7,68.2
1473,the huntsman winters war,2016,pg-13,drama,cedric nicolas-troyan,4.475,68.19
1474,frozen ii,2019,pg,fantasy,"chris buck, jennifer lee",7.05,68.16
1475,jack the giant slayer,2013,pg-13,fantasy,bryan singer,5.6,68.16
1476,men in black international,2019,pg-13,comedy,f. gary gray,4.4,68.16
1477,black panther wakanda forever,2022,pg-13,action,ryan coogler,7.225,68.15
1478,the golden compass,2007,pg-13,fantasy,chris weitz,5.375,68.12
1479,the wandering earth ii,2023,nr,science fiction,frant gwo,6.9750000000000005,68.11
1480,transcendence,2014,pg-13,science fiction,wally pfister,4.575,68.11
1481,waterworld,1995,pg-13,action,kevin reynolds,5.675,68.10000000000001
1482,the lovely bones,2009,pg-13,fantasy,peter jackson,5.25,68.08
1483,woodstock,1970,r,music,michael wadleigh,8.775,68.06
1484,the flash,2023,pg-13,action,andy muschietti,6.3,68.03
1485,poseidon,2006,pg-13,drama,wolfgang petersen,4.95,68.02
1486,killers,2010,pg-13,romance,robert luketic,3.65,68.01
1487,the phantom of the opera,2004,pg-13,drama,joel schumacher,5.45,67.97999999999999
1488,the girl who kicked the hornets nest,2009,r,mystery,daniel alfredson,6.425,67.97
1489,fools gold,2008,pg-13,romance,andy tennant,3.85,67.94
1490,valerian and the city of a thousand planets,2017,pg-13,action,luc besson,5.7,67.92
1491,les misérables,2012,pg-13,drama,tom hooper,7.025,67.91
1492,this is spinal tap,1984,r,music,rob reiner,8.525,67.91
1493,godzilla king of the monsters,2019,pg-13,action,michael dougherty,5.425,67.88
1494,cats dont dance,1997,g,music,mark dindal,6.85,67.86999999999999
1495,minions,2015,pg,comedy,"kyle balda, pierre coffin",5.975,67.86
1496,whitney houston i wanna dance with somebody,2022,pg-13,music,kasi lemmons,5.775,67.82000000000001
1497,the 5th wave,2016,pg-13,science fiction,j blakeson,4.025,67.78999999999999
1498,the wolfman,2010,r,thriller,joe johnston,4.8,67.77
1499,spider man no way home,2021,pg-13,action,jon watts,8.15,67.74
1500,the bounty hunter,2010,pg-13,romance,andy tennant,3.725,67.74
1501,cats  dogs the revenge of kitty galore,2010,pg,fantasy,brad peyton,3.475,67.74
