,Title,Year,Age_Rating,Genre,Runtime,Director,Actors,Average_Rating,Oscar_Wins
0,treasure planet,2002,pg,science fiction,95,"ron clements, john musker",joseph gordon levitt emma thompson martin short,6.925,0
